UN,Data da Verificação,Hidrômetro No,Ano de Inst.,Qn,Qt ,Qmín,Status,REP P/N
MTO,02/01/19,A11N318087,03/11/11,"0,7","0,9","0,6",AP,
MTO,02/01/19,A17F056434,08/05/18,"1,2",0,1,AP,
MTS,02/01/19,A18N191050,21/08/18,"0,54","0,2","4,4",AP,
MTS,02/01/19,A17S268463,30/10/18,"0,06","0,4","1,4",AP,
MTS,02/01/19,A04S013449,11/04/11,2,"0,4","2,4",AP,
,02/01/19,A02S024949,,"0,66",1,"23,8",RP1,N
BCL,02/01/19,A14F247688,06/01/15,"2,94","0,6",5,AP,
MTL,02/01/19,A14F376235,27/10/14,"1,4",2,21,RP1,N
MTS,02/01/19,A02L328969,17/11/08,2,"4,4","1,4",AP,
MTS,02/01/19,A13F236020,26/11/16,"0,56","1,6",11,RP1,N
MTL,02/01/19,A14F202530,11/06/14,"1,7","0,4","5,8",AP,
MTS,02/01/19,A09F257384,10/12/09,"1,74",1,"6,4",AP,
MTS,02/01/19,A18N294482,10/10/18,"0,66",0,"0,6",AP,
MTS,02/01/19,A14F413997,19/12/14,"0,56",2,"0,4",AP,
MTS,03/01/19,A12F371069,12/08/13,"0,1",0,9,AP,
MTS,03/01/19,A16F241527,17/01/17,"0,04","1,2",1,AP,
MTS,03/01/19,A17N278685,11/01/18,"0,56","1,6",1,AP,
MTS,03/01/19,A18N194027,03/08/18,"1,2","0,6","1,2",AP,
MTS,03/01/19,A13F242490,25/02/14,"0,1",4,"46,6",RP1,N
MTS,03/01/19,A16F275890,13/04/17,"0,64","0,6","1,4",AP,
MTS,03/01/19,A12F370910,15/05/13,"1,8","1,6","11,8",RP1,N
MTS,03/01/19,A16F241520,18/01/17,"0,76",3,"38,6",RP1,N
MTS,03/01/19,A07F329433,12/02/08,"1,1","17,6",100,RP2,N
MTS,03/01/19,A14F406741,11/12/14,"1,4",4,100,RP1,N
MTL,03/01/19,A18N175120,16/11/18,"0,94",2,"9,8",AP,
MTL,03/01/19,A09F256077,27/01/10,"0,76",0,5,AP,
MTL,03/01/19,A06F325280,17/05/16,"1,7",1,"0,4",AP,
MTL,03/01/19,A06F314915,27/05/16,"2,3","1,4",11,RP1,N
MTL,03/01/19,A16F260104,25/01/17,"1,1","3,2",0,AP,
MTL,03/01/19,A07F330324,02/04/16,"0,74",1,0,AP,
MTL,03/01/19,A16F147397,26/09/16,"2,2",0,0,AP,
MTL,03/01/19,A06F441090,08/08/16,0,1,"21,6",RP1,N
BME,03/01/19,A10F551823,23/11/11,"0,34","0,4","12,6",RP1,N
BME,03/01/19,A15F238380,29/08/15,"0,36",1,"31,6",RP1,N
BME,03/01/19,A18N194319,02/08/18,"3,24","0,6",4,AP,
BME,03/01/19,A06F307324,22/06/15,0,"1,4","2,4",AP,
MTL,04/01/19,A07F332861,01/11/16,"1,1","1,4",11,RP1,N
MTS,04/01/19,A14F414552,22/12/14,"1,94",2,"42,6",RP1,N
MTS,04/01/19,A18N193779,21/08/18,"0,14",1,0,AP,
MTS,04/01/19,A13F203744,26/12/13,"1,1","0,4",19,RP1,N
MTS,04/01/19,A11F193714,26/12/17,"9,86",11,"7,4",RP2,P
MTS,04/01/19,A07S262408,24/07/07,"2,36","4,4","26,6",RP1,N
MTS,04/01/19,A08F415711,24/09/08,"2,16","1,4","7,6",AP,
MTS,04/01/19,A08F360778,25/09/08,"1,14","62,6",100,RP2,N
MTS,04/01/19,A16F145951,15/09/16,"2,16","37,6",100,RP2,N
MTS,04/01/19,A06F316498,08/04/16,"1,6","0,6",25,RP1,N
MTS,04/01/19,A12F356093,18/03/13,"0,46","1,4",10,AP,
BME,04/01/19,A11N243312,29/09/11,"6,44","9,1","7,5",RP2,P
BME,04/01/19,A02S201569,08/07/11,,,,RP1,N
BME,04/01/19,A16F127618,19/10/16,"15,76",19,7,RP2,P
BME,04/01/19,A10F201835,05/08/11,,,,RP1,N
BME,04/01/19,A09F001661,03/07/09,"4,5",5,37,RP1,N
MTL,04/01/19,A07F237875,23/12/15,"0,96",1,"19,4",RP1,N
MTL,04/01/19,A15F018283,13/02/15,2,0,20,RP1,N
MTL,04/01/19,A08F363517,14/08/08,"12,04","10,6","44,4",RP3,N
MTL,04/01/19,A04L329150,14/05/16,"0,9",0,3,AP,
MTL,04/01/19,A12F283872,17/07/13,"5,4",3,"50,6",RP2,N
MTL,04/01/19,A14F203070,11/06/14,"0,1",0,19,RP1,N
MTL,04/01/19,A18N050022,19/04/18,"0,24",0,1,AP,
MTL,04/01/19,A13F270844,16/05/14,3,0,16,RP1,N
BSI,08/01/19,A08F072758,25/10/18,"0,48","3,4","59,6",RP1,N
BSI,08/01/19,A15F209461,14/10/15,0,"1,4","99,6",RP1,N
BSI,08/01/19,A17F014390,21/02/17,"1,26","0,2",20,RP1,N
BSI,08/01/19,A17F013583,28/04/17,"1,44","1,6",50,RP1,N
BSI,08/01/19,A08F057326,17/05/17,"0,92",1,"38,4",RP1,N
BSI,08/01/19,A08F419735,21/04/18,"0,6",0,"10,4",RP1,N
BME,08/01/19,A12F372305,24/10/13,"0,1",1,9,AP,
BME,08/01/19,A12F372245,28/11/13,"0,24",1,12,RP1,N
BME,08/01/19,A17F100381,05/01/18,"0,44",1,0,AP,
BME,08/01/19,A00S595733,16/03/09,"3,6","6,4","21,6",RP2,N
BME,08/01/19,A04L623853,13/03/09,"3,04","3,6","53,4",RP1,N
BME,08/01/19,A18N149464,09/07/18,"0,26",1,"1,4",AP,
BME,08/01/19,A10F211073,01/11/10,"0,14",1,"41,4",RP1,N
BME,08/01/19,A99S441309,03/11/08,"3,54","6,6","29,4",RP2,N
BME,08/01/19,A10F052006,17/06/10,,,,RP1,N
BME,08/01/19,A15F172264,04/08/16,"0,3","0,6","18,4",RP1,N
MTL,10/01/19,D09S004479,24/11/16,"3,46","21,2",100,RP2,N
MTL,10/01/19,E15L003998,07/11/17,"2,6",2,0,AP,
MTL,10/01/19,F06L000950,21/12/16,"2,7",0,"2,5",AP,
MTL,10/01/19,A12F218660,24/01/13,"0,54","1,2","31,4",RP1,N
MTL,10/01/19,A15F108102,22/04/15,"0,94",1,"45,6",RP1,N
MTL,10/01/19,A17N300907,06/02/18,"0,06",2,3,AP,
MTL,10/01/19,A14F238275,16/07/14,"1,14",0,15,RP1,N
,11/01/19,A11N302860,,"1,54","0,4",1,AP,
MTL,11/01/19,A06F310314,27/07/16,"1,86",0,4,AP,
MTL,11/01/19,A15F201120,07/03/16,"0,76",1,46,RP1,N
MTL,11/01/19,A17F109246,26/12/17,"0,7",1,0,AP,
MTL,11/01/19,A17F022686,26/04/17,"0,74","2,6","6,6",AP,
MTL,11/01/19,A09F240749,10/10/14,"0,6",0,50,RP1,N
MTL,11/01/19,A18N018969,08/03/18,"0,08","2,4","10,6",RP1,N
MTL,11/01/19,A15F018464,10/02/15,"0,4","2,6",95,RP1,N
MTL,11/01/19,A18N090234,13/06/18,"0,1","3,6","2,6",AP,
MTO,14/01/19,A16F150839,14/10/16,"0,12",0,"31,2",RP1,N
MTO,14/01/19,A17F113687,22/12/17,"0,2",1,7,AP,
MTO,14/01/19,A14F204633,09/10/14,"0,84",1,"30,6",RP1,N
MTO,14/01/19,A18N053195,18/04/18,"1,3",0,2,AP,
MTO,14/01/19,A14F306394,02/10/14,"0,76","0,2",6,AP,
MTO,14/01/19,A14F118185,10/07/14,"0,86",2,4,AP,
MTO,14/01/19,A11F229231,20/01/12,"2,06",2,"16,4",RP1,N
MTO,14/01/19,A08F455808,30/12/14,"1,06",2,"26,6",RP1,N
MTS,15/01/19,A14F407676,08/12/14,"0,96",1,41,RP1,N
MTS,15/01/19,A08F450988,17/11/08,"3,16",0,"16,6",RP1,N
MTS,15/01/19,A08F056652,12/03/14,"0,06","1,6",13,RP1,N
MTO,15/01/19,A02S201534,27/08/08,"5,35",14,93,RP3,N
MTO,15/01/19,A11F229109,10/07/12,"1,34","2,4","36,6",RP1,N
MTS,15/01/19,A17F092366,14/11/17,"1,22","2,4",2,AP,
MTS,15/01/19,A07S618149,27/02/09,"0,92","0,6","2,8",AP,
MTS,15/01/19,A12F098706,28/07/12,"0,86",1,"32,4",RP1,N
BME,15/01/19,A13F248510,31/05/14,0,3,"99,6",RP1,N
MTL,16/01/19,C12L004073,14/08/14,"4,3",2,"16,2",RP1,N
MTL,16/01/19,C04S002682,28/09/16,"2,26",4,"5,4",AP,
MTL,16/01/19,E15L003852,20/02/18,"2,2",1,15,RP1,N
MTL,16/01/19,A14F304006,15/09/14,"1,9",4,13,RP1,N
MTL,16/01/19,A18N308400,30/10/18,"0,48",0,"0,6",AP,
MTL,16/01/19,A10F169707,21/09/10,"0,7",1,88,RP1,N
MTL,16/01/19,A14F284051,14/08/14,"1,86","1,4",21,RP1,N
MTL,16/01/19,A07F335410,26/09/14,"1,24",0,35,RP1,N
MTL,16/01/19,A15F017280,09/02/15,"2,3","4,4","60,6",RP1,N
MTN,17/01/19,C15L006383,12/11/18,"1,96","5,8","2,4",RP1,N
MTL,17/01/19,F08S003174,07/10/14,,,,RP1,N
MTL,17/01/19,A09F038598,05/05/16,1,2,"40,6",RP1,N
MTL,17/01/19,A02S685466,18/04/11,"1,12","1,4","8,4",AP,
MTO,17/01/19,A14F408550,19/12/14,"0,7","0,2",28,RP1,N
MTO,17/01/19,A18N187559,12/10/18,"1,7","0,8","3,2",AP,
MTO,17/01/19,A08F495965,14/06/17,"0,22",0,"6,2",AP,
MTO,17/01/19,A06S703972,10/08/12,"3,54","8,6",25,RP2,N
MTO,17/01/19,A18N187473,09/10/18,"0,3","0,4","0,6",AP,
MTO,17/01/19,A18N142675,26/09/18,"1,46","0,6",2,AP,
MTO,17/01/19,A18N142567,24/09/18,"1,74","0,2","0,2",AP,
BME,17/01/19,A18N037757,26/03/18,1,"0,2","0,6",AP,
MTL,18/01/19,A13F158087,15/07/15,"0,5",2,"10,6",RP1,N
MTL,18/01/19,A18N210268,12/09/18,"0,9","0,2","1,6",AP,
MTL,18/01/19,A06F299457,06/12/16,"1,8","0,4","1,4",AP,
MTL,18/01/19,A18N175613,17/11/18,1,"1,4","8,8",AP,
MTL,18/01/19,A09F215502,14/10/09,"0,36","0,4","17,4",RP1,N
MTL,18/01/19,A18N308210,10/11/18,"6,2","1,4","4,4",RP1,P
MTL,18/01/19,A18N180806,04/09/18,"0,8","0,6","7,6",AP,
MTL,18/01/19,A18N180896,18/08/18,"0,46",1,13,RP1,N
BBA,18/01/19,A10F169232,09/05/11,"1,4",0,4,AP,
MTL,18/01/19,A02S435396,14/01/09,"8,8",32,100,RP3,N
MTL,18/01/19,A15F161244,10/07/15,"0,84","1,6","11,6",RP1,N
MTL,18/01/19,A18N309248,29/10/18,"0,76","0,2","0,6",AP,
MTL,18/01/19,A07F306743,02/03/15,"0,32",1,12,RP1,N
MTL,18/01/19,A07F337514,06/03/15,"3,24",0,"18,6",RP1,N
MTL,18/01/19,A12F375164,04/10/13,"0,74","0,6","32,8",RP1,N
MTL,18/01/19,A02L375908,30/06/09,"5,1","3,8","19,2",RP2,N
MTL,18/01/19,A13F264991,20/03/14,"1,8","0,6","23,4",RP1,N
BSI,18/01/19,A16F210682,06/12/16,"0,96","5,4",100,RP2,N
BME,18/01/19,A06F276085,06/04/06,"1,9",1,3,AP,
BME,18/01/19,A04S158076,22/07/11,"0,04",2,3,AP,
BME,18/01/19,A17F033491,01/09/17,"0,26","1,2","0,4",AP,
BME,18/01/19,A15F040692,23/01/17,"2,1",2,29,RP1,N
BME,18/01/19,A15F251526,18/11/15,"0,54","1,4","8,4",AP,
BME,18/01/19,A08F474360,27/01/09,"1,64","2,6",72,RP1,N
BME,18/01/19,A17F015475,20/03/17,"9,4",12,"71,6",RP3,P
BME,18/01/19,A18N033635,11/05/18,"0,36",1,"0,4",AP,
BME,18/01/19,A12F291261,05/04/13,"96,3","85,4","91,6",RP3,N
MTO,19/01/19,A04S259457,03/09/13,"1,86",4,16,RP1,N
MTO,19/01/19,A01S684241,20/05/09,"9,4","16,6","30,4",RP3,N
MTS,19/01/19,A09F158069,10/11/18,"0,56",0,2,AP,
MTO,19/01/19,A18N141679,22/09/18,"0,6","0,4","1,8",AP,
MTO,19/01/19,A18N213266,17/08/18,"0,44","0,2","0,8",AP,
MTS,19/01/19,A09F282457,27/06/14,"1,34","0,4","1,4",AP,
MTO,19/01/19,A04S350788,30/11/12,"1,54","0,6","0,6",AP,
MTO,19/01/19,A10F016007,06/05/10,"0,1",4,100,RP1,N
MTS,19/01/19,A13F195901,11/06/14,"0,66",1,33,RP1,N
MTS,19/01/19,A06F385819,26/11/14,"1,4","1,6","23,4",RP1,N
MTS,19/01/19,A14F377064,03/11/14,"1,38",1,"53,6",RP1,N
MTS,19/01/19,A18N233491,15/12/18,1,0,"2,4",AP,
MTS,19/01/19,A07S620927,24/01/08,"1,5","10,6","45,4",RP2,N
MTS,19/01/19,A18N295697,21/11/18,"0,9",1,1,AP,
MTS,19/01/19,A10F006500,15/04/10,,,,RP1,N
BME,19/01/19,A06F403966,03/12/15,"9,3",11,0,RP2,P
BME,19/01/19,A06F381325,04/09/06,,,,RP1,N
BME,19/01/19,A02S225818,29/03/07,3,6,"0,2",RP1,P
BME,19/01/19,A03S022073,28/07/11,"1,1",0,8,AP,
BME,19/01/19,A12F148927,10/08/12,"4,96",8,"3,4",RP1,P
BME,19/01/19,A10F133877,01/10/10,,,,RP1,N
BME,19/01/19,A99S524087,08/01/09,,,,RP1,N
MTO,21/01/19,A14F077615,13/05/14,"1,32","2,4","22,6",RP1,N
MTO,21/01/19,A99L357701,14/11/08,"1,64",2,"5,6",AP,
MTO,21/01/19,A15F124692,10/07/15,"1,46",0,"18,6",RP1,N
MTO,21/01/19,A06F404148,28/11/14,"2,14","1,4",44,RP1,N
MTO,21/01/19,A18N092929,18/07/18,"0,84","1,4",0,AP,
MTO,21/01/19,A10F551011,08/02/11,"1,54","0,6",8,AP,
MTO,21/01/19,A15F321838,27/12/17,1,"0,4","5,4",AP,
MTO,21/01/19,A06F530735,03/09/16,"0,24",0,"1,6",AP,
MTO,21/01/19,A11F325946,07/03/12,"0,74","0,4",7,AP,
MTO,21/01/19,A04S426264,22/08/13,"1,26","5,4",19,RP2,N
MTO,21/01/19,A12F353586,17/04/13,"0,92",2,10,AP,
MTO,21/01/19,A15F024089,06/08/15,"1,76","0,8","3,6",AP,
MTO,21/01/19,A08F491915,12/03/09,"0,9",3,99,RP1,N
MTO,21/01/19,A15F265623,19/02/16,"0,6",2,"25,6",RP1,N
MTO,21/01/19,A09F006328,26/08/13,"0,54",1,34,RP1,N
MTO,21/01/19,A08F475216,07/11/16,"0,56","0,6","9,6",AP,
MTO,21/01/19,A17F002287,14/02/17,"6,34","7,6",3,RP2,P
MTO,22/01/19,A06F374984,23/05/16,"0,1",4,2,AP,
MTO,22/01/19,A18N054096,05/06/18,"1,16",1,"0,4",AP,
MTN,22/01/19,A04S124798,19/07/12,"2,14",0,"4,6",AP,
MTO,22/01/19,A08F477692,02/03/09,"0,5","1,4","98,6",RP1,N
MTO,22/01/19,A09F220996,05/10/09,"0,1","1,4","40,6",RP1,N
MTO,22/01/19,A18N292685,12/12/18,"0,66","0,6","0,8",AP,
MTO,22/01/19,A18N186278,05/12/18,"0,86","0,2","0,4",AP,
MTO,22/01/19,A10F020768,11/02/10,"1,26","1,4","25,6",RP1,N
MTO,22/01/19,A10F506243,04/02/11,0,0,"4,4",AP,
MTO,22/01/19,A14F079354,15/05/14,"1,16",0,24,RP1,N
MTO,22/01/19,A10F555869,05/04/11,"0,16","1,6","7,2",AP,
BME,22/01/19,A10F488590,28/10/11,,,,RP1,N
BME,22/01/19,A12F039514,07/09/18,"0,4",0,"2,4",AP,
,22/01/19,A17F312575,,"1,04",0,2,AP,
BME,22/01/19,A12F241353,05/03/13,"0,5",1,"13,4",RP1,N
BME,22/01/19,A02S080972,21/07/09,100,100,100,RP3,N
BME,22/01/19,A05F059643,21/05/10,"3,06","3,4",57,RP1,N
BME,22/01/19,A06S462432,11/12/06,"1,6",3,"1,4",AP,
BME,22/01/19,A03S024399,18/03/16,"15,42","11,6",10,RP3,N
BME,22/01/19,A18N062963,01/08/18,"1,04","0,6",2,AP,
MTS,23/01/19,A18N105929,18/04/18,"0,1","0,4","3,6",AP,
MTO,23/01/19,A18N213631,20/08/18,"0,04",0,"0,4",AP,
MTO,23/01/19,A17F112006,26/12/17,"0,56",0,"0,4",AP,
MTO,23/01/19,A08F516296,15/05/18,"0,66",3,5,AP,
MTO,23/01/19,A14F118888,05/08/14,"0,7",2,"16,6",RP1,N
MTS,23/01/19,A08F429518,03/11/08,"2,8",2,"13,4",RP1,N
MTS,23/01/19,A08F225398,26/04/18,2,1,"9,6",AP,
MTO,23/01/19,A06S519271,21/09/13,"1,9","0,4","3,2",AP,
MTN,23/01/19,A12F335999,25/02/13,"1,7","0,4",16,RP1,N
MTN,23/01/19,A04S065083,28/06/11,"0,1",1,"1,4",AP,
MTN,23/01/19,A18N378561,07/12/18,"0,94","0,6",0,AP,
MTN,23/01/19,A08F434251,16/12/13,"2,86","1,4","11,6",RP1,N
MTN,23/01/19,A18N317839,27/11/18,"0,4",1,"1,2",AP,
MTN,23/01/19,A08F511664,22/06/11,"1,24",10,100,RP2,N
MTN,23/01/19,A08F293649,13/12/17,"0,6",2,3,AP,
MTO,23/01/19,A18N320887,26/10/18,"1,5","0,4","1,6",AP,
MTO,23/01/19,A18N319872,22/10/18,"0,6","0,4",0,AP,
MTO,23/01/19,A17N286903,10/08/18,"0,4","1,4",2,AP,
MTO,23/01/19,A02S200911,22/11/08,"4,65","10,5",93,RP2,N
MTO,23/01/19,A03S063280,03/12/10,6,"9,4",37,RP3,N
MTO,23/01/19,A13F149114,22/10/13,"0,56","1,2","0,2",AP,
MTO,23/01/19,A08F470559,26/11/08,,,,RP1,N
BME,23/01/19,A13F232888,05/04/14,"0,16","0,4","1,4",AP,
BME,23/01/19,A13F150190,07/03/14,"1,56","27,4",100,RP2,N
BME,23/01/19,A07F267208,28/04/08,"3,56","2,4",14,RP1,N
MTL,24/01/19,D14L004844,07/11/17,"1,26",5,"2,8",AP,
MTL,24/01/19,A17F022918,29/04/17,,,,RP1,N
MTL,24/01/19,A08F475995,10/08/16,1,"0,4","4,6",AP,
MTL,24/01/19,A06F326482,21/12/16,"0,9",1,32,RP1,N
MTL,24/01/19,A12F032290,28/04/12,"1,16","1,4",20,RP1,N
MTL,24/01/19,A10F478859,23/12/10,,,,RP1,N
MTL,24/01/19,A14F115483,29/07/14,"0,5","3,6","4,6",AP,
MTL,24/01/19,A16F055924,01/06/16,"2,58","0,6",1,AP,
MTL,24/01/19,A07S134916,25/09/14,"1,16","1,4",10,AP,
MTL,25/01/19,E04S001735,25/03/10,"2,32","1,2",5,AP,
MTN,25/01/19,A18N317036,27/11/18,"0,8","1,4","1,6",AP,
MTN,25/01/19,A18N102591,16/04/18,"0,2",0,0,AP,
MTN,25/01/19,A15F136413,21/10/15,"1,2","0,6","34,8",RP1,N
MTN,25/01/19,A17F110149,16/11/17,"0,74","0,4","29,6",RP1,N
MTN,25/01/19,A17F109950,16/11/17,"2,06","1,2","0,6",AP,
MTO,25/01/19,A12F179514,27/07/12,"0,84",1,26,RP1,N
MTO,25/01/19,A18N220078,24/07/18,"1,14","1,6",3,AP,
BME,25/01/19,A07F306610,27/02/08,"5,4",8,31,RP3,P
BME,25/01/19,A99S427299,09/07/07,"28,96",33,"30,4",RP3,P
BME,25/01/19,A06F385210,30/10/06,"0,9",1,42,RP1,N
MTN,26/01/19,A18N020802,11/04/18,"1,04","0,6","1,4",AP,
MTN,26/01/19,A17N316208,15/02/18,"1,16","0,2","6,4",AP,
MTN,26/01/19,A04L327710,15/10/09,"0,12","1,2",1,AP,
MTN,26/01/19,A07F269052,18/07/11,"1,98","0,2",1,AP,
MTN,26/01/19,A18N289585,27/11/18,"0,52","0,6","1,2",AP,
MTN,26/01/19,A18N317080,31/10/18,"0,2",1,"4,8",AP,
MTN,26/01/19,A18N316788,26/11/18,"0,9","1,4","1,2",AP,
MTN,26/01/19,A09F036038,31/10/11,"0,76","1,4",100,RP1,N
MTS,26/01/19,A18N225937,03/10/18,"0,5","0,2","1,8",AP,
MTS,26/01/19,A17N309136,02/04/18,"7,96","4,6","4,8",RP1,P
MTS,26/01/19,A15F041626,13/02/15,"2,08",1,"17,4",RP1,N
MTO,28/01/19,A13F237188,13/01/14,"2,14","0,6",26,RP1,N
MTO,28/01/19,A18N092589,08/06/18,"0,12",1,0,AP,
MTO,28/01/19,A16F059208,05/07/16,"0,8","0,6",20,RP1,N
MTO,28/01/19,A09F216444,11/04/18,"0,8","1,4",2,AP,
MTN,28/01/19,A11F182528,20/03/12,,,,RP1,N
MTN,28/01/19,A04S015578,10/02/09,"0,16",1,"0,4",AP,
MTN,28/01/19,A14F308217,20/02/16,"1,24","0,4",46,RP1,N
MTN,28/01/19,A06F404103,14/12/16,"0,4",0,14,RP1,N
MTN,28/01/19,A15F163457,16/12/15,"0,26",1,"23,4",RP1,N
MTN,28/01/19,A18N318314,31/10/18,"1,6",1,"3,6",AP,
MTN,28/01/19,A09F122068,10/02/16,"0,74","4,6",4,AP,
MTN,28/01/19,A18N183437,03/08/18,1,5,4,AP,
BME,28/01/19,A13F151431,11/12/13,,,,RP1,N
,29/01/19,A17F031456,,"1,04","0,6","2,8",AP,
,29/01/19,A18N318386,,"0,7","0,4",1,AP,
,29/01/19,A07F254967,,"6,54",5,11,RP2,N
,29/01/19,A18N290053,,"0,9","0,4","1,6",AP,
,29/01/19,A06S708486,,"1,84","2,4","4,2",AP,
,29/01/19,A10F182203,,"2,74",4,26,RP1,N
,29/01/19,A08F237978,,"0,36",0,"1,4",AP,
,29/01/19,A07F251562,,"1,6","1,4",18,RP1,N
,29/01/19,A06F316515,,"0,66","2,4","22,6",RP1,N
,29/01/19,A10F117122,,"0,24",1,2,AP,
,29/01/19,A16F133595,,0,"1,6",4,AP,
,29/01/19,A18N092362,,"0,54","0,8","2,8",AP,
,30/01/19,A10F247154,,"0,06","1,4","15,6",RP1,N
,30/01/19,A12F344981,,"0,44","2,8","45,6",RP1,N
,30/01/19,A10F123260,,1,1,7,AP,
,30/01/19,A14F405413,,"0,3",1,37,RP1,N
,30/01/19,A05F094048,,"4,04","6,6",100,RP2,N
,30/01/19,A12F095024,,"1,32","0,4",25,RP1,N
,30/01/19,A16F124792,,"1,6",1,32,RP1,N
,30/01/19,A16F276716,,"0,46",0,5,AP,
,30/01/19,A08F482595,,"0,9",3,95,RP1,N
,30/01/19,A18N023502,,"0,1",1,2,AP,
,30/01/19,A13F269882,,"0,12",2,100,RP1,N
,30/01/19,A18N228389,,"0,84",1,3,AP,
,30/01/19,A14F292962,,"0,46",1,17,RP1,N
,30/01/19,A14F396698,,"1,3","0,4","3,4",AP,
,30/01/19,A14F400274,,"0,14","0,4","9,6",AP,
,30/01/19,A17N305075,,"0,26","1,6","18,4",RP1,N
,30/01/19,A04L589742,,"1,3",2,12,RP1,N
,30/01/19,A06F385520,,"1,4","1,6","77,4",RP1,N
,31/01/19,A04S351068,,"1,6",0,2,AP,
,31/01/19,A08F067220,,"1,86",3,100,RP1,N
,31/01/19,A01S548604,,"0,78","0,2","2,2",AP,
,31/01/19,A04L542349,,"0,46","2,4",2,AP,
,31/01/19,A11F036075,,"0,2",5,100,RP1,N
,31/01/19,A14F298804,,"0,06","1,6",2,AP,
,31/01/19,A09F097462,,"1,8",0,3,AP,
,31/01/19,A11F002861,,"1,76","2,6","99,4",RP1,N
,31/01/19,A11F229018,,"0,32","1,4",11,RP1,N
,31/01/19,A11F289084,,"0,8",1,10,AP,
,31/01/19,A13F237797,,"0,44","0,4","12,6",RP1,N
,31/01/19,A15F076988,,"1,14",0,"13,4",RP1,N
,31/01/19,A17N286967,,"0,4","0,6","1,4",AP,
,31/01/19,A15F164003,,"2,4","1,4",43,RP1,N
,31/01/19,A06F446870,,"0,76",1,"32,6",RP1,N
,31/01/19,A18N053174,,"0,66","0,4",0,AP,
,31/01/19,A93A050751,,100,100,100,RP3,N
,31/01/19,A18N286856,,"1,7",0,"1,4",AP,
,31/01/19,A10F013157,,"0,26",3,100,RP1,N
,31/01/19,A09F317684,,"1,84","0,4",9,AP,
,31/01/19,A18N210566,,"0,72","0,4",4,AP,
,31/01/19,A16F122192,,"2,74","1,4","0,4",AP,
,31/01/19,A10F086194,,,,,RP1,N
MTL,01/02/19,D14L005022,11/11/17,3,"4,6",1,AP,
,01/02/19,A18N103863,14/04/18,"0,5",0,0,AP,
,01/02/19,A18N445304,24/01/19,"0,38","0,2",2,AP,
,01/02/19,A15F246951,20/10/15,"0,2","0,6",33,RP1,N
,01/02/19,A10F038034,01/05/10,"0,48","0,6",11,RP1,N
,01/02/19,A08F351256,07/10/08,"12,04","12,6",97,RP3,N
,01/02/19,A09F036412,16/04/18,100,100,100,RP3,N
,01/02/19,A17N302050,16/02/18,"0,36","0,6","0,6",AP,
,01/02/19,A04L506352,12/02/09,"0,7",11,20,RP2,N
,01/02/19,A07F300095,23/01/12,"1,96",3,26,RP1,N
,01/02/19,A15F158991,24/06/15,0,"2,6","99,4",RP1,N
,01/02/19,A17F108987,27/12/17,"0,64",1,"1,2",AP,
,01/02/19,A15F109495,06/05/15,1,0,97,RP1,N
,01/02/19,A06F363843,09/10/14,"2,16","4,4","99,6",RP1,N
,01/02/19,A18N179825,29/08/18,"1,4","0,4","1,4",AP,
,01/02/19,A18N208134,26/12/18,"0,56","0,6","1,2",AP,
,02/02/19,A03S070280,21/03/11,"0,34",0,15,RP1,N
,02/02/19,A17N284605,17/02/18,"0,86",1,2,AP,
,02/02/19,A06S470358,12/09/14,"1,26",0,"1,4",AP,
,02/02/19,A17N283132,20/02/18,"0,2","0,4","1,6",AP,
,02/02/19,A18N139066,29/06/18,"0,5",1,0,AP,
,02/02/19,A17F027540,30/05/17,"0,84","1,4",3,AP,
,02/02/19,A15F242227,18/08/15,"0,04","0,6","18,6",RP1,N
,02/02/19,A06S807096,27/05/14,"1,76",0,"6,4",AP,
,02/02/19,A13F272998,22/01/14,"0,44","0,8","34,6",RP1,N
,02/02/19,A04S258674,30/07/13,"3,54","1,4","4,6",AP,
,02/02/19,A18N292811,29/12/18,"1,1",1,2,AP,
,02/02/19,A17F069773,27/07/17,"0,96",1,3,AP,
,02/02/19,A16F126145,01/07/16,"1,9","0,6",3,AP,
,02/02/19,A09F276211,05/04/18,"1,66",0,2,AP,
,02/02/19,A18N194082,03/08/18,"0,8","0,4",5,AP,
,02/02/19,A18N385978,26/11/18,"0,7",0,0,AP,
,02/02/19,A10F224892,12/06/14,"0,4","1,4","8,6",AP,
,02/02/19,A08F356037,28/03/16,"0,54","0,4",42,RP1,N
,02/02/19,A10F550584,01/08/11,,,,RP1,N
,02/02/19,A18N175858,28/11/18,"0,48",1,6,AP,
,02/02/19,A12F177723,18/10/14,"0,06","0,4",12,RP1,N
,02/02/19,A18N181684,28/08/18,"1,86","2,8","5,2",AP,
,02/02/19,A18N287964,14/11/18,1,1,"3,4",AP,
,02/02/19,A08F231714,22/10/16,"2,54",1,1,AP,
,02/02/19,A15F019399,20/02/15,"2,24",2,29,RP1,N
,02/02/19,A17F072609,30/10/17,"0,66",1,1,AP,
,04/02/19,E08S003666,13/01/13,,,,RP1,N
,04/02/19,A18N322782,20/10/18,"0,46",0,2,AP,
,04/02/19,A07S617523,18/01/08,"0,04","0,4",3,AP,
,04/02/19,A10F176905,16/08/10,"0,06","2,4","17,6",RP1,N
,04/02/19,A15S127096,11/09/18,"0,5",0,"1,6",AP,
,04/02/19,A14F284141,19/08/14,"1,9",4,"99,4",RP1,N
