,CVProcessado,vidaInstalacao,vidaHidrometro,hid_imo_qtd_pontos_utilizacao,QtdMedicoes,QtdOcorrencias,qtd_instalacao,variacaoTendencia,bhc_dsc_status,IDHidrometro
6631,0.5126138237238794,4.0,11.0,19.0,25.0,3.0,2.0,-0.07894736842105265,0,A07F280582
6634,0.8697901993678275,2.0,2.0,12.0,25.0,0.0,1.0,0.0,0,A16F059301
6636,0.5297706312865681,4.0,5.0,6.0,25.0,0.0,1.0,0.3839285714285714,1,A13F238946
6637,0.4384338648388156,2.0,12.0,3.0,22.0,0.0,2.0,0.303921568627451,1,A06F321042
6638,0.4042836664872129,3.0,10.0,4.0,25.0,4.0,2.0,0.3275862068965518,0,A08F228940
6641,0.8450270197471281,3.0,3.0,10.0,25.0,0.0,1.0,-0.13023255813953494,0,A15F204257
6642,0.9486328863885441,6.0,6.0,8.0,25.0,0.0,1.0,0.9111111111111112,1,A12F227855
6643,0.9747189354484441,1.0,11.0,7.0,20.0,0.0,2.0,0.37142857142857144,1,A07F279500
6644,1.0865836656696068,0.0,0.0,16.0,4.0,2.0,1.0,0.0,1,A18N140554
6646,0.25504784291579985,1.0,11.0,7.0,21.0,0.0,2.0,0.8867924528301887,0,A07S091162
6647,0.05800728727792205,0.0,0.0,10.0,4.0,0.0,1.0,0.0,1,A18N059618
6648,0.22563667450394567,7.0,7.0,4.0,25.0,0.0,1.0,0.2650602409638554,1,A11N317149
6650,0.6508655620194589,8.0,8.0,4.0,25.0,0.0,1.0,0.5058823529411764,0,A10F049142
6651,0.19518694262863492,5.0,12.0,1.0,25.0,0.0,3.0,-0.11971830985915488,1,A06S703648
6652,0.7932308258766552,0.0,0.0,5.0,4.0,1.0,1.0,0.0,1,A18N145190
6653,0.2965304411665453,1.0,9.0,1.0,18.0,0.0,2.0,0.7931034482758621,0,A09F019351
6654,0.2965304411665453,1.0,9.0,13.0,18.0,0.0,2.0,0.7931034482758621,0,A09F019351
6655,0.2720325782744255,2.0,12.0,5.0,22.0,0.0,2.0,-0.09836065573770492,1,A06F343037
6656,0.18688411581259537,9.0,9.0,5.0,25.0,0.0,1.0,0.29824561403508776,0,A09F098439
6657,0.37263018117694086,10.0,10.0,7.0,25.0,0.0,1.0,-0.0326797385620915,0,A08F472765
6658,0.6736836361966739,0.0,1.0,1.0,9.0,1.0,1.0,0.34899328859060397,1,A17N281590
6659,0.44670728227182077,8.0,9.0,20.0,25.0,0.0,1.0,0.6187499999999999,0,A09F316736
6660,0.36892527714080736,0.0,0.0,10.0,3.0,0.0,1.0,0.0,1,A18N193015
6661,0.16160990578833478,4.0,11.0,12.0,25.0,0.0,2.0,-0.04807692307692313,1,A07S038031
6662,0.6461822939527636,3.0,3.0,5.0,25.0,1.0,2.0,1.5,0,A15F125925
6663,0.39944088658306676,6.0,7.0,4.0,25.0,0.0,1.0,0.48979591836734704,0,A11F228832
6664,0.6785335583128086,6.0,13.0,5.0,25.0,3.0,2.0,1.2058823529411766,0,A05L076707
6665,0.09750161053097532,0.0,0.0,10.0,4.0,0.0,1.0,0.0,1,A18N092004
6668,0.5685311978987267,7.0,7.0,10.0,25.0,0.0,1.0,2.462962962962963,1,A11N249147
6669,0.15096466133981262,6.0,7.0,8.0,25.0,0.0,1.0,0.19213973799126638,0,A11F230819
6670,1.1776440381582318,10.0,10.0,10.0,25.0,0.0,1.0,-0.25396825396825395,0,A08F510069
6672,0.7314881200618822,9.0,16.0,6.0,25.0,1.0,1.0,0.8133333333333332,0,A02S755407
6673,0.18833561528588183,9.0,11.0,10.0,25.0,0.0,1.0,0.47887323943661975,0,A07S043808
6674,0.16151914862996797,0.0,0.0,5.0,15.0,0.0,1.0,1.0217391304347827,1,A18N020802
6675,0.3018138700186483,2.0,11.0,39.0,25.0,0.0,2.0,0.6534653465346534,0,A07F331082
6676,1.2781651715619013,0.0,1.0,10.0,9.0,2.0,1.0,1.7125,1,A17N301200
6677,0.4841083719688681,7.0,16.0,5.0,25.0,0.0,1.0,0.273972602739726,0,A02S132980
6678,1.7975008665490364,0.0,0.0,10.0,6.0,2.0,1.0,0.03333333333333344,1,A18N102399
6679,0.41794974363968923,4.0,4.0,10.0,25.0,12.0,1.0,0.6363636363636365,0,A14F076163
6680,0.1109356465087918,7.0,15.0,4.0,25.0,0.0,1.0,-0.020618556701030966,1,A03S357543
6681,0.40747414955186134,3.0,3.0,2400.0,25.0,0.0,1.0,0.7236962488563587,0,E15L001253
6682,0.10712306878087535,5.0,6.0,317.0,25.0,0.0,1.0,-0.03100775193798455,0,D12L004062
6683,0.030089650263257342,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1,A18N188990
6686,0.9428090415820634,0.0,0.0,7.0,3.0,0.0,1.0,0.0,1,A18N092990
6687,0.49239081968625054,0.0,1.0,22.0,7.0,0.0,1.0,0.6477272727272727,1,A17N305364
6688,0.56348892926052,6.0,12.0,12.0,25.0,0.0,1.0,-0.352112676056338,0,A06F340995
6689,0.09335905984908442,7.0,11.0,228.0,25.0,0.0,1.0,0.04651162790697683,0,A07F347254
6691,0.5841831732521138,0.0,9.0,11.0,17.0,3.0,2.0,0.6210526315789473,0,A09F096573
6692,0.5841831732521138,0.0,9.0,12.0,17.0,3.0,2.0,0.6210526315789473,0,A09F096573
6693,1.6651638428508975,4.0,4.0,5.0,25.0,3.0,2.0,0.24806201550387597,0,A14F115196
6694,0.5957652028472105,1.0,2.0,9.0,21.0,0.0,2.0,0.42056074766355134,0,A16F260508
6695,1.1029455680614126,4.0,6.0,46.0,25.0,0.0,2.0,0.32283464566929143,1,A12F284906
6697,0.8390136657927285,5.0,5.0,21.0,25.0,2.0,2.0,0.5269461077844311,0,A13F198142
6698,0.47712224467904896,1.0,11.0,3.0,19.0,0.0,2.0,1.4189189189189189,0,A07F310867
6699,0.47712224467904896,1.0,11.0,12.0,19.0,0.0,2.0,1.4189189189189189,0,A07F310867
6700,0.3047019886006482,8.0,16.0,6.0,25.0,0.0,1.0,0.1020408163265305,1,A02S756328
6701,0.39116545342234543,0.0,0.0,5.0,3.0,0.0,1.0,0.0,1,A18N146499
6702,0.31923848399540156,2.0,9.0,15.0,23.0,0.0,2.0,0.009433962264151052,1,A09F317372
6703,0.6530266620362333,11.0,12.0,12.0,25.0,0.0,1.0,2.315315315315315,0,A06S518660
6704,1.1422556603512761,4.0,7.0,3.0,25.0,1.0,2.0,0.3857142857142857,1,A11F311181
6705,0.846477701482632,0.0,3.0,5.0,3.0,0.0,1.0,0.0,1,A15S165652
6706,0.17596252695709524,4.0,4.0,5.0,25.0,0.0,1.0,0.36363636363636354,1,A14F208930
6708,0.0822053297282981,8.0,8.0,3.0,25.0,0.0,2.0,-0.12637362637362637,0,A10F036138
6709,0.8541431329077018,10.0,10.0,6.0,25.0,0.0,1.0,0.5714285714285714,0,A08F361403
6710,0.17480147469502524,0.0,1.0,15.0,7.0,0.0,1.0,0.26315789473684204,1,A17N307418
6711,0.717244036256513,10.0,14.0,2.0,25.0,3.0,1.0,1.3076923076923075,0,A04L389294
6712,0.14948537729520364,7.0,7.0,1.0,25.0,0.0,1.0,0.10256410256410264,1,A11N304604
6714,0.26405386544586823,7.0,8.0,20.0,25.0,0.0,1.0,-0.02564102564102566,0,A10F213556
6715,0.15738130369737513,1.0,1.0,13.0,17.0,0.0,1.0,0.3680555555555556,1,A17F027184
6716,0.2721595249509914,6.0,8.0,2.0,25.0,0.0,1.0,0.679245283018868,1,A10F162603
6718,0.38836623351230337,1.0,1.0,3.0,19.0,0.0,1.0,0.6304347826086956,0,A17F006295
6719,0.14805297170123932,3.0,3.0,6.0,25.0,1.0,1.0,0.09090909090909083,1,A15F075817
6720,0.020868082018902126,0.0,0.0,10.0,4.0,0.0,1.0,0.0,1,A18N139184
6725,0.4335068124427457,5.0,5.0,10.0,25.0,0.0,1.0,0.0,1,A13F139075
6726,0.7452083668083282,8.0,8.0,6.0,25.0,4.0,2.0,0.4079999999999999,0,A10F222126
6727,0.8021537974111135,3.0,11.0,4.0,25.0,0.0,2.0,1.0,1,A07S312989
6729,0.873678207046196,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1,A18N211487
6730,0.15263357845587985,4.0,4.0,12.0,25.0,0.0,1.0,0.3566878980891719,1,A14F238982
6731,0.299431241200756,1.0,2.0,5.0,20.0,0.0,1.0,0.8400000000000001,1,A16F240716
6732,0.2059134819900462,6.0,6.0,7.0,25.0,0.0,1.0,0.11290322580645151,0,A12F238527
6733,0.6482350211738149,2.0,12.0,17.0,22.0,0.0,2.0,0.5727272727272728,0,A06F372106
6735,0.2878956467957021,3.0,3.0,13.0,25.0,0.0,1.0,0.1741573033707866,0,A15F110688
6736,0.9201417286786413,3.0,3.0,4.0,25.0,0.0,1.0,0.278688524590164,1,A15F021554
6737,0.45568235665518886,5.0,5.0,5.0,25.0,0.0,1.0,0.5307692307692307,1,A13F220050
6738,0.3069091958353072,1.0,2.0,7.0,21.0,0.0,1.0,0.7647058823529411,1,A16F259476
6739,0.33490153084047874,0.0,1.0,10.0,20.0,0.0,1.0,0.7796610169491525,1,A17N284827
6740,0.658499839458973,0.0,1.0,8.0,8.0,1.0,1.0,0.3628691983122363,1,A17N302749
6741,0.4610694459770734,7.0,11.0,1.0,25.0,1.0,1.0,-0.33333333333333337,1,A07F216573
6742,0.19674747987747937,5.0,7.0,5.0,25.0,0.0,1.0,0.41414141414141414,0,A11F295114
6743,0.39046610021715616,9.0,9.0,3.0,25.0,0.0,1.0,-0.2314814814814815,1,A09F158228
6744,0.4641712627188088,1.0,3.0,5.0,19.0,0.0,1.0,1.0,0,A15F194798
6745,0.31821156879850393,0.0,0.0,8.0,7.0,0.0,1.0,0.4876033057851239,1,A18N052581
6746,0.42923886124161686,1.0,1.0,5.0,17.0,0.0,1.0,-0.11764705882352944,1,A17F027514
6747,0.5424467435932439,0.0,1.0,13.0,8.0,0.0,1.0,0.991304347826087,1,A17N304699
6749,0.1462979547282512,0.0,0.0,5.0,3.0,0.0,1.0,0.0,1,A18N213275
6751,0.2066037780566136,0.0,0.0,6.0,7.0,0.0,1.0,0.04716981132075482,1,A18N103689
6752,0.43043952373009897,6.0,7.0,4.0,25.0,0.0,1.0,0.8194444444444444,0,A11F291099
6754,0.7255651569420177,4.0,4.0,17.0,25.0,2.0,1.0,0.37735849056603765,0,A14F397275
6755,0.3036053357049371,0.0,10.0,9.0,21.0,1.0,2.0,-0.2924528301886793,0,A08F463762
6756,0.3036053357049371,0.0,10.0,19.0,21.0,1.0,2.0,-0.2924528301886793,0,A08F463762
6757,0.8148834203019338,6.0,11.0,12.0,25.0,0.0,2.0,2.95,0,A07S135474
6758,0.46916079305658037,1.0,1.0,4.0,14.0,2.0,1.0,0.72,1,A17F090835
6759,0.606315794375507,0.0,9.0,3.0,18.0,0.0,2.0,0.4862385321100917,1,A09F086241
6760,0.606315794375507,0.0,9.0,3.0,18.0,0.0,2.0,0.4862385321100917,1,A09F086241
6761,0.2809505190811898,5.0,13.0,3.0,25.0,0.0,2.0,0.23863636363636354,1,A05L147510
6762,0.1177388391460233,4.0,5.0,16.0,25.0,0.0,3.0,0.22516556291390732,0,A13F199074
6763,0.9130883947222307,1.0,11.0,4.0,21.0,2.0,2.0,-0.6146788990825688,1,A07F345572
6764,0.9130883947222307,1.0,11.0,5.0,21.0,2.0,2.0,-0.6146788990825688,1,A07F345572
6765,0.547053646146064,0.0,9.0,3.0,17.0,0.0,2.0,1.473684210526316,1,A09F322990
6766,0.547053646146064,0.0,9.0,4.0,17.0,0.0,2.0,1.473684210526316,1,A09F322990
6769,0.2141337918976355,0.0,1.0,2.0,9.0,2.0,1.0,0.34375,1,A17N285060
6770,0.22423733079278296,4.0,11.0,9.0,25.0,0.0,2.0,0.49275362318840576,0,A07F206240
6772,0.5827748217261499,5.0,7.0,10.0,25.0,7.0,2.0,0.576086956521739,0,A11F226429
6773,0.32405212365852565,3.0,3.0,5.0,24.0,0.0,1.0,0.5950413223140496,0,A15F170521
6774,0.03142696805273545,0.0,0.0,7.0,2.0,0.0,1.0,0.0,1,A18N033426
6775,0.5983211225424633,0.0,0.0,22.0,2.0,0.0,1.0,0.0,1,A18N033178
6776,0.7169095840376972,9.0,9.0,12.0,24.0,3.0,1.0,0.3918918918918919,0,A09F121075
6777,0.4942041815795937,10.0,10.0,1.0,25.0,12.0,1.0,0.24539877300613488,0,A08F233219
6778,0.20351933162035313,0.0,0.0,10.0,3.0,0.0,1.0,0.0,1,A18N028388
6780,1.3696195322906015,2.0,2.0,15.0,23.0,0.0,1.0,0.0,1,A16F047214
6781,0.3022185629926592,2.0,3.0,1.0,25.0,0.0,1.0,0.15107913669064743,0,A15F172261
6782,1.3797461887895317,5.0,6.0,80.0,25.0,6.0,1.0,-0.6307692307692307,0,A12F372042
6783,0.6623375190787204,5.0,6.0,3.0,25.0,1.0,1.0,0.0,0,A12F234694
6784,0.8627449927384535,9.0,9.0,9.0,25.0,3.0,1.0,1.6842105263157894,0,A09F008019
6785,1.0562344264925692,9.0,9.0,7.0,25.0,0.0,1.0,-0.31496062992125984,0,A09F285438
6786,0.5307087852849676,4.0,4.0,3.0,25.0,0.0,2.0,0.2511848341232228,0,A14F237562
6788,0.30999386873076856,8.0,11.0,5.0,25.0,0.0,1.0,0.3267326732673268,1,A07S301613
6789,0.5053385360439874,4.0,4.0,6.0,25.0,2.0,1.0,0.540983606557377,0,A14F395031
6790,1.0599324460188284,0.0,0.0,9.0,4.0,0.0,1.0,0.0,1,A18N139167
6791,1.164932003051557,0.0,9.0,9.0,4.0,0.0,2.0,0.0,1,A09F170317
6792,0.6126386838460847,8.0,8.0,11.0,25.0,0.0,1.0,1.217821782178218,0,A10F013805
6793,0.3157676213169324,1.0,1.0,18.0,12.0,0.0,1.0,-0.10784313725490191,1,A17F108156
6794,0.4470679944557278,4.0,4.0,18.0,25.0,0.0,1.0,0.10569105691056913,0,A14F402204
6796,0.6902314956288519,1.0,1.0,4.0,15.0,0.0,1.0,0.04672897196261672,1,A17F060398
6797,0.40862926953359974,2.0,8.0,5.0,25.0,2.0,1.0,-0.33834586466165417,0,A10F062195
6798,1.9285714285714286,3.0,3.0,5.0,25.0,8.0,1.0,0.3999999999999999,1,A15F136716
6803,0.08838834764831845,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1,A18N189426
6806,0.7022013992093232,6.0,7.0,8.0,25.0,0.0,1.0,2.9669421487603307,0,A11F327503
6807,0.13481847205840622,0.0,0.0,4.0,4.0,0.0,1.0,0.0,1,A18N182237
