,CVProcessado,vidaInstalacao,vidaHidrometro,hid_imo_qtd_pontos_utilizacao,QtdMedicoes,QtdOcorrencias,qtd_instalacao,variacaoTendencia,bhc_dsc_status,IDHidrometro
3338,0.4655211320868747,1.0,3.0,9.0,9.0,0.0,1.0,0.8470588235294119,0,A15F009772
3340,0.45505321963132567,9.0,14.0,8.0,25.0,0.0,1.0,-0.5,1,A04L202461
3341,1.335581191959359,1.0,12.0,7.0,12.0,6.0,2.0,0.0,1,C06L002665
3342,1.335581191959359,1.0,12.0,584.0,12.0,6.0,2.0,0.0,1,C06L002665
3343,0.783566186161168,4.0,8.0,57.0,25.0,0.0,1.0,-0.03353396388650043,1,E10S006817
3346,0.3974758437328786,4.0,4.0,11.0,25.0,4.0,2.0,0.16447368421052633,0,A14F026180
3347,1.4115651772900562,2.0,12.0,8.0,20.0,2.0,2.0,1.5,1,A06F527458
3348,0.30187040175335594,9.0,9.0,19.0,25.0,0.0,1.0,0.0235294117647058,0,A09F004278
3349,0.12094928399915518,3.0,4.0,5.0,25.0,0.0,1.0,0.08771929824561409,1,A14L278134
3351,0.2745584445517081,3.0,4.0,5.0,25.0,0.0,1.0,0.4329896907216495,1,A14F149554
3352,0.27712065803310004,2.0,12.0,3.0,22.0,0.0,2.0,0.8354430379746836,1,A06F273765
3354,1.1027596074222807,7.0,8.0,1.0,25.0,2.0,1.0,2.7948717948717947,0,A10F562475
3355,0.24033814412193474,3.0,4.0,4.0,25.0,0.0,1.0,0.36585365853658547,1,A14F395825
3356,0.34317429251230686,1.0,12.0,5.0,12.0,1.0,2.0,0.0662251655629138,1,A06F387388
3357,0.125,0.0,1.0,5.0,4.0,0.0,1.0,0.0,1,A17N282826
3358,0.30823228036325506,4.0,10.0,17.0,25.0,0.0,3.0,0.146067415730337,0,A08F464834
3359,0.7149203529842406,1.0,1.0,8.0,6.0,1.0,1.0,0.15217391304347827,1,A17F089947
3360,0.5897442497927599,9.0,9.0,5.0,25.0,0.0,1.0,2.15,0,A09F209322
3361,0.12972613432288296,9.0,10.0,12.0,25.0,0.0,1.0,0.11486486486486491,0,A08F232602
3362,0.024921594353509012,0.0,1.0,5.0,4.0,0.0,1.0,0.0,1,A17N283093
3363,0.7824065513363715,5.0,5.0,1.0,25.0,1.0,1.0,1.4461538461538463,0,A13F198800
3364,0.12541498171455134,5.0,5.0,4.0,25.0,0.0,1.0,0.28275862068965507,1,A13F199225
3365,0.506718758936948,3.0,3.0,20.0,25.0,0.0,1.0,0.30107526881720426,1,A15F161589
3366,1.0796405807532015,7.0,14.0,1.0,25.0,7.0,1.0,1.6041666666666665,1,A04S121352
3367,0.6694430927723871,7.0,14.0,5.0,25.0,14.0,1.0,2.2195121951219514,0,A04S425866
3368,0.6838792902067666,2.0,3.0,3.0,25.0,7.0,1.0,0.0,0,A15F206566
3369,1.3547146018198282,9.0,17.0,20.0,25.0,0.0,1.0,1.4042553191489362,1,A01S548137
3370,0.23002527460728134,7.0,9.0,6.0,25.0,0.0,1.0,0.11214953271028039,0,A09F214401
3371,0.2651650429449553,0.0,1.0,6.0,3.0,0.0,1.0,0.0,1,A17N284758
3373,1.0226366118804748,1.0,1.0,5.0,5.0,0.0,1.0,0.0,1,A17F111707
3374,0.1545051545834578,4.0,12.0,9.0,25.0,0.0,2.0,0.17142857142857149,0,A06F449153
3375,0.3268375352698315,5.0,5.0,8.0,25.0,0.0,1.0,0.5111111111111111,1,A13F220065
3376,0.15713484026367722,0.0,1.0,10.0,3.0,0.0,1.0,0.0,1,A17F112234
3377,1.0818341912656044,2.0,12.0,5.0,24.0,9.0,2.0,0.0,1,A06F332979
3378,0.3607787710932085,2.0,10.0,7.0,23.0,0.0,2.0,0.6074766355140186,1,A08F416505
3379,0.3607787710932085,2.0,10.0,9.0,23.0,0.0,2.0,0.6074766355140186,1,A08F416505
3380,0.9921788567001893,4.0,5.0,6.0,25.0,2.0,1.0,0.07547169811320753,1,A13F238750
3381,0.173385817862269,3.0,11.0,6.0,25.0,0.0,2.0,0.48550724637681153,0,A07F239642
3382,1.079677128414476,1.0,1.0,5.0,12.0,2.0,1.0,1.267605633802817,0,A17F003880
3383,0.33045887628052106,7.0,15.0,6.0,25.0,4.0,1.0,0.6764705882352942,1,A03S552836
3384,0.2400030512880664,7.0,16.0,1.0,25.0,0.0,1.0,0.0,1,A02S435472
3385,0.2347826917945563,7.0,15.0,5.0,25.0,1.0,1.0,0.6632653061224489,0,A03S022432
3386,0.14996234501079717,7.0,10.0,12.0,25.0,0.0,1.0,0.00995024875621886,1,A08F490176
3389,0.4052954582261123,4.0,11.0,14.0,25.0,0.0,2.0,0.5396039603960396,1,A07S096729
3390,0.2715216521042782,0.0,1.0,8.0,3.0,0.0,1.0,0.0,1,A17N283126
3391,0.239989843225432,7.0,15.0,5.0,25.0,1.0,1.0,0.2456140350877194,1,A03S410023
3392,1.1247277776012927,2.0,13.0,5.0,18.0,3.0,2.0,2.3469387755102042,1,A05F068335
3393,0.5813830669697995,2.0,7.0,96.0,21.0,2.0,3.0,-0.6283618581907091,1,A11F224723
3394,0.5813830669697995,2.0,7.0,15.0,21.0,2.0,3.0,-0.6283618581907091,1,A11F224723
3395,0.9221839171680091,9.0,13.0,5.0,25.0,0.0,1.0,0.9791666666666667,0,A05L142464
3396,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1,A17N279254
3397,0.5028198416601402,1.0,2.0,2.0,14.0,0.0,1.0,0.826086956521739,1,A16F273986
3399,0.7355778141103769,9.0,12.0,3.0,25.0,1.0,1.0,1.7796610169491527,0,A06F334821
3400,0.5408293509472129,2.0,11.0,10.0,24.0,0.0,2.0,1.9090909090909092,1,A07F332116
3401,1.6157659448315422,1.0,4.0,3.0,4.0,0.0,1.0,0.0,1,A14F022177
3402,0.2793457426199088,4.0,4.0,5.0,25.0,0.0,1.0,-0.027932960893854775,1,A14F120067
3403,0.06453627877894652,1.0,1.0,4.0,11.0,0.0,1.0,0.18518518518518512,1,A17F009429
3405,1.1459210924617271,2.0,13.0,8.0,17.0,0.0,2.0,2.1149425287356323,0,A05F108236
3406,0.23296099365737905,7.0,14.0,18.0,25.0,0.0,1.0,-0.02352941176470591,0,A04S427473
3407,0.4456504460231334,5.0,7.0,10.0,25.0,0.0,1.0,0.8514285714285714,0,A11F180163
3408,0.25141729499242405,5.0,5.0,18.0,25.0,0.0,1.0,0.3763440860215055,0,A13F139354
3409,1.0063178286383652,3.0,3.0,27.0,25.0,0.0,1.0,0.15315315315315314,0,A15F199345
3411,0.4554393737048035,1.0,1.0,5.0,6.0,0.0,1.0,0.43157894736842106,1,A17F068727
3412,0.33719979789985594,4.0,5.0,6.0,25.0,0.0,1.0,1.0681818181818183,1,A13F222028
3413,0.5524356842069357,0.0,3.0,5.0,4.0,0.0,1.0,0.0,1,A15S128171
3415,0.26904239194137447,10.0,10.0,6.0,25.0,5.0,1.0,-0.44339622641509435,1,A08F234021
3416,0.08335809156027643,1.0,1.0,5.0,9.0,0.0,1.0,0.09375,1,A17F068576
3417,0.5273580461846957,5.0,5.0,1.0,25.0,0.0,1.0,0.20869565217391295,0,A13F140338
3418,0.0,0.0,1.0,16.0,3.0,0.0,1.0,0.0,1,A17N284782
3419,0.3261288750155932,2.0,12.0,4.0,25.0,9.0,2.0,0.4035087719298245,0,A06F318495
3420,0.09302501280486981,6.0,7.0,4.0,25.0,0.0,1.0,0.16564417177914104,0,A11F286655
3421,0.10013437511746048,2.0,11.0,7.0,25.0,1.0,2.0,0.07027027027027022,0,A07F209044
3422,0.14502786683319258,6.0,7.0,5.0,25.0,1.0,1.0,0.328125,0,A11F286097
3424,0.4911428061558546,2.0,11.0,4.0,25.0,0.0,2.0,0.8333333333333333,1,A07F207073
3425,0.8596656117420615,6.0,12.0,4.0,25.0,0.0,1.0,1.528735632183908,0,A06F281123
3426,0.42016878767906324,5.0,14.0,10.0,25.0,0.0,2.0,-0.023255813953488413,1,A04S425898
3428,0.1642519501103921,1.0,2.0,5.0,15.0,0.0,1.0,-0.0505050505050505,0,A16F255448
3430,1.0468957002638226,2.0,11.0,6.0,22.0,0.0,2.0,0.3979591836734695,1,A07F318156
3431,1.0468957002638226,2.0,11.0,3.0,22.0,0.0,2.0,0.3979591836734695,1,A07F318156
3433,0.1458863661477641,9.0,9.0,6.0,25.0,0.0,1.0,0.3087248322147651,0,A09F125025
3434,0.7858116822750856,0.0,1.0,12.0,3.0,0.0,1.0,0.0,1,A17N302049
3435,0.6636108828176629,8.0,8.0,4.0,25.0,0.0,1.0,1.8214285714285716,0,A10F054878
3436,1.0663945927428784,3.0,3.0,1.0,25.0,2.0,1.0,0.696969696969697,0,A15F212076
3437,0.28084063461607445,6.0,14.0,5.0,25.0,0.0,1.0,0.6507936507936507,1,A04L392495
3438,0.750729194388219,2.0,12.0,4.0,24.0,1.0,2.0,-0.48453608247422686,1,A06F354107
3440,0.43071402494589345,2.0,4.0,5.0,20.0,0.0,1.0,-0.016129032258064502,1,A14N014643
3441,1.0292426215238166,5.0,14.0,5.0,25.0,0.0,2.0,2.15625,1,A04S217371
3442,0.6092961759812378,2.0,4.0,5.0,18.0,0.0,1.0,-0.25531914893617025,1,A14L277791
3444,0.383402024120171,8.0,8.0,8.0,25.0,0.0,1.0,0.7777777777777777,0,A10F178794
3445,0.5902854937441627,4.0,4.0,5.0,25.0,1.0,1.0,0.9420289855072463,0,A14F083625
3447,0.6645801679735737,10.0,11.0,1.0,25.0,5.0,1.0,0.24113475177304955,0,A07F212660
3448,1.5187322407348898,3.0,3.0,6.0,25.0,1.0,1.0,-0.1351351351351351,0,A15F165915
3450,0.22576086071707566,4.0,12.0,3.0,25.0,0.0,2.0,0.4137931034482758,1,A06S518221
3451,0.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,1,A17N285592
3452,0.17758242679728364,1.0,1.0,4.0,13.0,1.0,1.0,0.5735294117647058,0,A17F003504
3454,0.2605840151896997,9.0,9.0,3.0,25.0,0.0,1.0,0.45833333333333326,0,A09F037673
3455,0.19914550754334784,3.0,4.0,4.0,25.0,0.0,1.0,0.021739130434782705,0,A14F459342
3456,0.3171835160055032,6.0,6.0,7.0,25.0,0.0,2.0,0.896551724137931,0,A12F238444
3460,1.105554664642634,1.0,1.0,5.0,6.0,0.0,1.0,0.5913043478260869,0,A17F070375
3461,0.5117742512364899,11.0,11.0,10.0,25.0,0.0,1.0,1.032258064516129,0,A07S357805
3462,0.17042576605148246,7.0,8.0,1.0,25.0,0.0,1.0,-0.04026845637583898,0,A10F480456
3463,1.1880610892852974,12.0,12.0,5.0,25.0,3.0,1.0,0.5769230769230769,0,A06N412974
3465,0.544071918803084,3.0,3.0,13.0,25.0,0.0,1.0,0.4385964912280702,0,A15F141372
3466,0.37000643495047747,10.0,10.0,3.0,25.0,0.0,1.0,0.8588235294117648,1,A08F068805
3467,0.4479093209359879,1.0,2.0,1.0,15.0,0.0,1.0,1.543859649122807,1,A16F240335
3468,1.7464840713760454,7.0,7.0,5.0,25.0,14.0,1.0,0.4821428571428572,1,A11N318809
3469,1.6845996111395654,4.0,12.0,3.0,25.0,0.0,2.0,-0.0757575757575758,0,A06F395668
3470,0.6591932700778451,8.0,9.0,2.0,25.0,0.0,1.0,-0.31746031746031744,1,A09F318331
3471,0.2055267724003853,1.0,1.0,8.0,4.0,0.0,1.0,0.0,0,A17F109506
3477,0.7041366624416623,9.0,9.0,8.0,25.0,0.0,1.0,2.0476190476190474,0,A09F121755
3478,0.3148321443112168,9.0,10.0,10.0,25.0,0.0,1.0,0.2525252525252526,0,A08F493892
3479,0.6685648080087291,3.0,3.0,5.0,25.0,1.0,1.0,-0.5466666666666666,0,A15F107083
3480,1.0300561136030477,0.0,4.0,5.0,19.0,3.0,2.0,0.0625,1,A14F379303
3481,1.0300561136030477,0.0,4.0,9.0,19.0,3.0,2.0,0.0625,1,A14F379303
3482,0.3101797600135921,7.0,8.0,3.0,25.0,0.0,1.0,0.3613445378151261,1,A10F244938
3483,0.48946646111098113,4.0,4.0,21.0,25.0,6.0,1.0,0.1610169491525424,1,A14F076109
3484,0.19215378456610455,1.0,1.0,12.0,4.0,0.0,1.0,0.0,1,A17F072709
3485,0.8419666744456948,4.0,4.0,3.0,25.0,2.0,1.0,2.526315789473684,1,A14F410289
3486,0.4702892967996508,1.0,1.0,10.0,4.0,0.0,1.0,0.0,1,A17F108562
3487,0.714791371928194,3.0,3.0,6.0,25.0,0.0,1.0,0.423913043478261,0,A15F199070
3491,0.35619517121937516,5.0,6.0,37.0,25.0,0.0,1.0,0.6136363636363635,0,A12F226105
3493,0.9415679756596639,3.0,11.0,9.0,25.0,9.0,2.0,0.510204081632653,0,A07F313636
3494,1.141345653564267,5.0,6.0,5.0,25.0,0.0,1.0,1.4102564102564101,1,A12F234715
3495,0.2775619213250198,8.0,8.0,14.0,25.0,0.0,1.0,0.08403361344537807,0,A10F222274
3496,1.096233701535577,4.0,9.0,9.0,25.0,1.0,2.0,0.6590909090909092,0,A09F116012
3497,0.5812090641515061,4.0,9.0,21.0,25.0,0.0,3.0,0.8101265822784811,0,A09F082192
3498,0.5152318098051115,2.0,6.0,6.0,21.0,0.0,2.0,0.5188679245283019,0,A12F233198
3499,0.16995783437020753,7.0,7.0,8.0,25.0,1.0,1.0,0.26618705035971213,1,A11F186423
3500,0.4843667747826393,10.0,10.0,6.0,25.0,0.0,1.0,0.791044776119403,0,A08F215112
3501,0.17338918102200002,5.0,5.0,5.0,25.0,0.0,1.0,0.04395604395604402,0,A13F147295
3502,0.29157466081311467,2.0,12.0,5.0,24.0,0.0,2.0,0.6814159292035398,0,A06F386654
3503,0.7809778778201139,3.0,3.0,2.0,25.0,0.0,1.0,1.010989010989011,1,A15F043979
3505,0.1697056274847714,0.0,1.0,9.0,3.0,0.0,1.0,0.0,1,A17N282081
3506,1.7062788139490543,6.0,6.0,5.0,25.0,0.0,1.0,1.7288135593220337,1,A12F035563
3507,0.16177559921005902,5.0,6.0,18.0,25.0,0.0,1.0,-0.013698630136986356,0,A12F353143
3508,0.6398225890281131,10.0,10.0,5.0,25.0,1.0,1.0,1.3947368421052633,0,A08F515891
3509,0.4986761499546199,9.0,9.0,8.0,25.0,3.0,1.0,0.4803149606299213,1,A09S102278
3511,0.48215610043131035,2.0,2.0,6.0,18.0,1.0,1.0,-0.010000000000000009,1,A16F230560
3513,0.21390727871909557,2.0,4.0,5.0,24.0,0.0,1.0,0.6101694915254237,1,A14F438134
3514,0.23206851164656006,1.0,2.0,5.0,13.0,2.0,1.0,-0.004201680672268893,0,A16F204374
3515,0.1015438050505883,3.0,3.0,4.0,25.0,0.0,1.0,0.18055555555555558,1,A15F163276
3516,0.23294878514395562,7.0,16.0,5.0,25.0,0.0,1.0,0.6349206349206349,1,A02S686526
3517,0.3154805296729442,4.0,13.0,6.0,25.0,1.0,1.0,0.6363636363636365,0,A05F310197
3518,0.34471118732530115,9.0,9.0,5.0,25.0,0.0,1.0,1.1129032258064515,0,A09F027160
3519,0.6605500662782166,8.0,17.0,4.0,25.0,0.0,1.0,1.5277777777777777,1,A01S545590
3521,0.14578257336256434,5.0,6.0,7.0,25.0,0.0,1.0,0.37662337662337664,0,A12F360380
3523,0.21942462437190108,5.0,14.0,68.0,25.0,0.0,2.0,0.7757009345794392,0,A04S120454
3524,1.3827764677001813,4.0,4.0,14.0,25.0,0.0,1.0,-0.4316546762589928,0,A14F006777
3525,0.25953296405945636,2.0,12.0,6.0,21.0,0.0,2.0,0.26363636363636367,0,A06F319892
3528,0.19886019879328568,3.0,4.0,5.0,25.0,0.0,1.0,0.24242424242424243,1,A14L278158
3529,0.5167072895446476,3.0,3.0,12.0,25.0,0.0,1.0,0.4761904761904763,0,A15F136452
3530,0.1843040331084421,3.0,3.0,4.0,25.0,0.0,1.0,0.11956521739130443,0,A15F076082
3532,0.8991469372675058,5.0,6.0,8.0,25.0,0.0,1.0,0.05263157894736836,1,A12F368372
3533,0.4745186211730961,5.0,7.0,5.0,25.0,0.0,2.0,0.33644859813084116,1,A11F196750
3534,0.09226509890162468,2.0,11.0,16.0,25.0,0.0,2.0,0.27407407407407414,1,A07F345822
3535,0.22130636389958203,9.0,9.0,8.0,25.0,0.0,1.0,0.23076923076923084,1,A09F125134
3536,0.22725209801665594,2.0,12.0,3.0,23.0,0.0,2.0,0.6511627906976745,0,A06F403523
3537,1.0689524216626265,6.0,6.0,10.0,25.0,0.0,1.0,0.46153846153846145,1,A12F139616
3538,0.605703005492085,2.0,9.0,3.0,22.0,4.0,2.0,1.0416666666666665,1,A09F095740
3539,0.585396198715636,1.0,1.0,10.0,8.0,0.0,1.0,-0.032258064516129004,0,A17F064368
3540,0.27040288867199835,9.0,10.0,23.0,25.0,1.0,1.0,0.6125,0,A08F059510
3541,0.23780154705204298,4.0,4.0,14.0,25.0,0.0,1.0,0.0641025641025641,0,A14F402352
3542,0.6758151253952199,2.0,3.0,1.0,22.0,0.0,2.0,0.0,0,A15F200838
3543,0.6758151253952199,2.0,3.0,8.0,22.0,0.0,2.0,0.0,0,A15F200838
3544,0.3155749909988416,2.0,9.0,26.0,17.0,0.0,2.0,0.36787564766839376,0,A09F312768
3545,0.4662033237104393,1.0,1.0,10.0,12.0,0.0,1.0,0.3786407766990292,1,A17F022523
3546,0.13381821159716875,1.0,2.0,5.0,15.0,0.0,1.0,0.25,1,A16F260472
3548,0.6460690339619035,9.0,10.0,9.0,25.0,4.0,2.0,0.4025974025974026,0,A08F482332
3549,1.272558786146059,1.0,1.0,5.0,5.0,0.0,1.0,0.0,0,A17F099813
3550,0.5591634139462768,7.0,15.0,5.0,25.0,0.0,1.0,1.1206896551724137,0,A03S358893
3551,0.43310144286632224,6.0,6.0,5.0,25.0,0.0,1.0,0.26712328767123283,0,A12F224341
3553,0.5547886403892249,9.0,9.0,5.0,25.0,0.0,1.0,0.8732394366197183,0,A09F216723
3555,0.8146133027506204,7.0,8.0,15.0,25.0,3.0,1.0,-0.07964601769911506,0,A10F512969
3557,0.22884556768171552,9.0,22.0,6.0,25.0,0.0,1.0,0.7868852459016393,1,A96L540202
3558,0.20425631562169283,6.0,8.0,5.0,25.0,0.0,1.0,0.2615384615384615,1,A10L237582
3559,0.26970651941679924,3.0,4.0,5.0,25.0,0.0,1.0,0.6666666666666667,0,A14F409100
3560,0.35335211250492427,8.0,15.0,4.0,25.0,0.0,1.0,0.5125,0,A03S406910
3561,0.4714045207910316,0.0,1.0,10.0,2.0,0.0,1.0,0.0,1,A17N305162
3562,0.24862198121432524,8.0,8.0,6.0,25.0,4.0,1.0,0.26,0,A10F041612
3563,0.5243445920551968,5.0,6.0,11.0,25.0,0.0,1.0,0.2987012987012987,1,A12F287263
3565,0.3402663282146094,1.0,11.0,14.0,15.0,0.0,2.0,0.3680000000000001,0,A07S361551
3567,0.7708706784481794,6.0,7.0,10.0,25.0,1.0,1.0,0.19565217391304346,0,A11F220603
3568,0.201957932745838,7.0,15.0,12.0,25.0,2.0,1.0,0.4301075268817205,0,A03S447979
3569,0.14180138178903834,8.0,13.0,2.0,25.0,0.0,1.0,0.290909090909091,1,A05F067328
3570,0.3647634713027532,4.0,10.0,4.0,25.0,2.0,2.0,1.2222222222222223,1,A08F240721
3571,0.4729881011160813,7.0,11.0,2.0,25.0,1.0,1.0,1.0555555555555554,0,A07F331637
3573,0.1626093611690866,5.0,10.0,4.0,25.0,5.0,2.0,0.007194244604316502,0,A08F223773
3574,1.162658060626014,1.0,12.0,5.0,12.0,3.0,1.0,-0.6634615384615384,0,A06F338849
3575,0.41001952150246745,2.0,2.0,11.0,21.0,0.0,1.0,0.5301204819277108,1,A16F122623
3576,1.7631301971936686,9.0,9.0,2.0,25.0,1.0,1.0,0.06930693069306937,1,A09F216671
3577,0.4014436757421749,1.0,1.0,6.0,5.0,0.0,1.0,0.0,1,A17F064451
3578,0.2587601967972541,1.0,2.0,5.0,15.0,0.0,2.0,0.3620689655172413,0,A16F261304
3579,0.8504476288727731,6.0,7.0,30.0,25.0,3.0,1.0,1.046875,0,A11F222519
3580,0.14629795472825122,0.0,2.0,1330.0,3.0,0.0,1.0,0.0,0,F16S001970
3581,0.4730718988468674,10.0,11.0,7.0,25.0,6.0,1.0,0.6428571428571428,0,A07F345451
3582,0.640403046715737,6.0,7.0,9.0,25.0,0.0,1.0,-0.19999999999999996,0,A11F287060
3583,0.10672231395560719,5.0,12.0,7.0,25.0,0.0,2.0,0.11188811188811187,1,A06S472384
3585,0.7265424241844978,1.0,12.0,5.0,14.0,0.0,2.0,1.4831460674157304,0,A06F286518
3586,0.15448156051658685,1.0,1.0,7.0,7.0,0.0,1.0,0.2183098591549295,1,A17F065399
3587,0.8287031864264887,0.0,1.0,8.0,4.0,1.0,1.0,0.0,1,A17N282678
3589,0.6235244102280224,8.0,16.0,9.0,25.0,0.0,1.0,1.7457627118644066,0,A02S084862
3590,0.3919679634024509,3.0,11.0,5.0,25.0,1.0,2.0,0.10989010989010994,0,A07F269142
3591,0.3219099396216592,4.0,4.0,12.0,25.0,2.0,2.0,0.08181818181818179,0,A14F405981
3592,1.164057380801658,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1,A17F110062
3593,0.1790553253847509,4.0,4.0,13.0,25.0,0.0,1.0,0.45614035087719307,0,A14F398410
3594,0.3855400179784316,9.0,9.0,4.0,25.0,0.0,2.0,-0.2666666666666667,0,A09F269464
3595,0.22329687826943606,0.0,1.0,12.0,3.0,0.0,1.0,0.0,1,A17N300699
3596,0.7482010701901359,0.0,10.0,1.0,12.0,0.0,2.0,0.8787878787878789,1,A08F353059
3597,0.7482010701901359,0.0,10.0,4.0,12.0,0.0,2.0,0.8787878787878789,1,A08F353059
3598,0.4305994948939985,8.0,8.0,5.0,25.0,0.0,1.0,0.32432432432432434,0,A10F202361
3599,0.4419417382415922,0.0,1.0,13.0,3.0,0.0,1.0,0.0,1,A17F071547
3600,0.3178799065060673,8.0,8.0,6.0,25.0,0.0,1.0,0.6761904761904762,0,A10F204951
3601,0.6955148667408664,7.0,8.0,17.0,25.0,0.0,1.0,0.9382716049382716,0,A10F255658
3603,0.4493951920218964,7.0,9.0,6.0,25.0,0.0,1.0,1.5636363636363635,0,A09F251582
3604,0.48148616319571375,13.0,13.0,4.0,25.0,1.0,1.0,0.8214285714285714,0,A05F088862
3607,0.6226314284565238,8.0,8.0,15.0,25.0,0.0,1.0,0.08270676691729317,0,A10F019130
3609,0.17060836331951032,4.0,4.0,4.0,25.0,4.0,1.0,0.19999999999999996,1,A14F303490
3610,0.42124458588725255,8.0,14.0,8.0,25.0,0.0,1.0,0.5753424657534247,1,A04L617681
3611,1.289501709209033,1.0,1.0,4.0,9.0,0.0,1.0,-0.11267605633802813,1,A17F069255
3612,0.8187552203212656,0.0,1.0,3.0,2.0,0.0,1.0,0.0,1,A17N302044
3613,0.21454235803089958,8.0,15.0,20.0,25.0,0.0,1.0,0.5,1,A03S160604
3614,0.8648978732853627,7.0,14.0,8.0,25.0,3.0,1.0,1.5853658536585367,1,A04S051221
3615,0.4415880433163924,0.0,1.0,10.0,4.0,0.0,1.0,0.0,1,A17N283953
3616,0.5024062658953699,2.0,11.0,15.0,25.0,0.0,2.0,0.6136363636363635,1,A07F200848
3617,0.6600571577321652,2.0,2.0,10.0,21.0,5.0,1.0,0.25454545454545463,1,A16F057761
3621,1.9047943634336268,7.0,7.0,3.0,25.0,6.0,1.0,-0.6608695652173913,1,A11N243732
3622,0.9968285003753091,1.0,1.0,4.0,9.0,7.0,1.0,0.5609756097560976,1,A17F060502
3623,0.5256231485319198,4.0,8.0,16.0,25.0,0.0,2.0,-0.2429906542056075,0,A10F122310
3624,0.44328954138073656,4.0,4.0,12.0,25.0,0.0,2.0,-0.1534391534391535,0,A14F405914
3627,0.45107999019992373,2.0,13.0,4.0,24.0,3.0,2.0,0.8666666666666667,1,A05F125529
3629,0.18781897225661648,10.0,11.0,1.0,25.0,0.0,1.0,0.24742268041237114,1,A07F341495
3630,0.37025232446417694,6.0,7.0,3.0,25.0,0.0,1.0,0.42452830188679247,0,A11F183608
3631,0.5637812333415466,10.0,10.0,4.0,25.0,1.0,2.0,-0.47058823529411764,1,A08F515899
3632,1.1412099942768206,9.0,14.0,4.0,25.0,1.0,1.0,1.0392156862745097,0,A04S051816
3633,0.2340918540156143,4.0,4.0,7.0,25.0,0.0,1.0,0.525179856115108,0,A14F203724
3634,0.22603697592255503,10.0,10.0,1.0,25.0,0.0,2.0,0.38596491228070184,0,A08F509844
3635,0.6428486897161901,2.0,13.0,5.0,19.0,2.0,2.0,1.5,1,A05F097699
3637,0.6149511277214241,4.0,4.0,9.0,25.0,0.0,1.0,0.12371134020618557,1,A14F119115
3638,0.4088265015180961,8.0,8.0,10.0,25.0,0.0,1.0,1.21,0,A10F175188
3639,0.7850641917988007,10.0,16.0,3.0,25.0,1.0,1.0,0.16279069767441867,1,A02S080548
3640,0.5438445167200797,8.0,16.0,6.0,25.0,0.0,1.0,1.0416666666666665,1,A02S430876
3641,0.392054735683694,8.0,8.0,3.0,25.0,0.0,1.0,0.348314606741573,0,A10F178906
3642,0.7071067811865476,0.0,1.0,6.0,4.0,0.0,2.0,0.0,1,A17N285331
3643,0.7071067811865476,0.0,1.0,6.0,4.0,0.0,2.0,0.0,1,A17N285331
3644,0.28136248117276547,6.0,14.0,15.0,25.0,0.0,1.0,0.09090909090909083,1,A04S350955
3645,0.1414213562373095,0.0,1.0,5.0,3.0,0.0,1.0,0.0,1,A17N285149
3646,0.19867985355975656,0.0,1.0,7.0,3.0,0.0,1.0,0.0,1,A17N282108
3647,0.17513265810511874,5.0,13.0,9.0,25.0,0.0,2.0,0.19318181818181812,1,A05L078477
3648,0.09619641923739215,1.0,1.0,13.0,11.0,0.0,1.0,0.024390243902439046,1,A17F027579
3649,0.6721942511424353,4.0,4.0,7.0,25.0,0.0,1.0,-0.3550295857988166,1,A14F204287
3650,0.2851330600066046,2.0,7.0,4.0,23.0,0.0,2.0,0.1479999999999999,0,A11F214534
3651,0.24825781849610384,1.0,1.0,6.0,10.0,0.0,1.0,0.47142857142857153,1,A17F028451
3654,0.666133595537915,4.0,12.0,8.0,25.0,0.0,2.0,1.607843137254902,1,A06S518630
3655,0.5861420651563013,3.0,4.0,5.0,25.0,0.0,1.0,2.207547169811321,1,A14F459215
3657,0.30891634458476963,10.0,10.0,4.0,25.0,0.0,1.0,0.27419354838709675,1,A08F293912
3659,0.11660158728764092,10.0,10.0,3.0,25.0,0.0,1.0,0.01379310344827589,0,A08F453352
3660,0.31271639601071416,3.0,6.0,126.0,25.0,0.0,1.0,0.2016806722689075,1,D12L003850
3662,0.4577611490270401,4.0,4.0,8.0,25.0,0.0,1.0,1.1076923076923078,1,A14F284107
3663,0.6599331992710508,0.0,9.0,22.0,16.0,0.0,2.0,0.7089041095890412,1,A09F032830
3664,0.6599331992710508,0.0,9.0,29.0,16.0,0.0,2.0,0.7089041095890412,1,A09F032830
3665,0.3260970748286178,2.0,9.0,33.0,21.0,0.0,3.0,0.4336633663366336,0,A09F119073
3666,0.19593012258445894,3.0,10.0,169.0,25.0,0.0,2.0,0.1328125,0,A08F241242
3667,1.2056070554260303,3.0,6.0,5.0,25.0,0.0,2.0,0.6486486486486487,0,A12F190694
3668,0.23695797346833872,4.0,11.0,6.0,25.0,1.0,2.0,0.2455089820359282,0,A07F300597
3670,0.8062263959598293,4.0,4.0,4.0,25.0,0.0,1.0,1.5588235294117645,1,A14F284112
3672,0.23605039589666268,4.0,4.0,5.0,25.0,0.0,1.0,0.21875,0,A14F304889
3673,0.2605055098334738,4.0,4.0,8.0,25.0,0.0,1.0,0.1578947368421053,1,A14F237492
