IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca,valido,PROBA
A13F239733,3860493,0.2771365,25,5,9,0.075630255,6,5,0,635,11,13.0,13.0,3860493,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,635"
A14F245709,3199967,0.13427055,25,0,9,-0.027027028,5,5,0,635,11,13.0,13.0,3199967,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,635"
A14F245718,6555535,0.18163817,25,0,9,-0.15827338,5,5,0,635,11,15.0,15.0,6555535,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,635"
A14F309568,7227434,0.129818,25,0,9,-0.025641026,5,5,0,635,11,13.0,13.0,7227434,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,635"
A10F058950,3200256,0.40476716,25,0,9,-0.60493827,9,5,0,"0,6343",11,9.0,9.0,3200256,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6343"
A11F292300,5193842,0.20486087,25,0,6,-0.0074626864,8,7,0,"0,6343",11,17.0,17.0,5193842,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6343"
A12F272431,7105398,0.111679494,25,0,1,0.06140351,7,6,0,"0,6343",11,15.0,15.0,7105398,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6343"
A14F287907,7222556,0.23750293,25,0,9,0.24271844,5,5,0,"0,6343",11,15.0,15.0,7222556,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6343"
A14F288233,7224893,0.23933972,25,0,10,-0.35106382,5,5,0,"0,6343",11,9.0,9.0,7224893,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6343"
A11N038731,7869754,0.13476464,25,0,5,-0.0862069,8,7,0,634,11,20.0,20.0,7869754,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,634"
A11N389753,7871341,0.12766775,25,0,5,-0.114285715,8,7,0,634,11,9.0,8.0,7871341,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,634"
A14F245426,2315564,0.2564761,25,0,9,-0.30666667,5,5,0,634,11,13.0,13.0,2315564,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,634"
A14F287849,3294188,0.34332505,25,3,8,0.21333334,5,5,0,634,11,9.0,9.0,3294188,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,634"
A14F406989,9541349,0.27632722,25,0,9,0.39240506,5,5,0,634,11,15.0,15.0,9541349,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,634"
A13F198647,9934391,0.20285088,25,0,6,0.44915253,6,5,0,"0,6333",11,20.0,20.0,9934391,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6333"
A14F084654,5190118,0.2358113,25,1,9,-0.03409091,5,5,0,"0,6333",11,10.0,10.0,5190118,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6333"
A14F288117,3199819,0.12180916,25,0,9,-0.26811594,5,5,0,"0,6333",11,14.0,14.0,3199819,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6333"
A14F245252,4465792,0.29130232,25,0,12,0.68,5,5,0,"0,6333",11,10.0,10.0,4465792,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6333"
A15F213280,2116782,0.41530704,25,0,10,-0.35911602,4,4,0,"0,6333",11,14.0,14.0,2116782,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6333"
A10F060090,7822197,0.2300859,25,0,8,-0.28148147,9,5,0,633,11,13.0,13.0,7822197,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,633"
A12F366434,9107991,0.17176029,25,0,1,-0.23913044,7,6,0,633,11,9.0,9.0,9107991,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,633"
A13F239741,4466330,0.14435218,25,0,8,-0.08450704,6,5,0,633,11,9.0,9.0,4466330,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,633"
A13F242844,3860191,0.3817751,25,0,9,-0.069565214,6,5,0,633,11,13.0,13.0,3860191,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,633"
A14F245707,3202119,0.2662672,25,0,8,-0.25287357,5,5,0,633,11,9.0,9.0,3202119,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,633"
A14F245289,7614950,0.3847848,25,0,9,-0.352459,5,5,0,633,11,14.0,14.0,7614950,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,633"
A14F245494,4464400,0.3006707,25,3,8,0.38181818,5,5,0,633,11,9.0,9.0,4464400,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,633"
A15F247466,9926631,0.2749287,25,1,8,-0.02631579,4,4,0,633,11,9.0,9.0,9926631,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,633"
A07S095006,4446321,0.72621334,25,3,1,3.03125,12,12,0,"0,6323",11,13.0,13.0,4446321,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6323"
A10F128538,6639003,0.2025851,25,0,5,-0.30246913,9,4,0,"0,6323",11,15.0,15.0,6639003,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6323"
A11F224914,7864582,0.19974017,25,0,4,-0.12941177,8,7,0,"0,6323",11,9.0,9.0,7864582,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6323"
A11N389774,7870124,0.23350963,25,0,5,-0.0068965517,8,7,0,"0,6323",11,19.0,19.0,7870124,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6323"
A15F247470,9919350,0.24100111,25,0,8,-0.1388889,4,4,0,"0,6323",11,9.0,9.0,9919350,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6323"
A11F222940,6247881,0.13538966,25,0,2,0.17592593,8,7,0,632,11,15.0,15.0,6247881,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,632"
A12F349900,7221916,0.2888784,25,1,12,0.18,7,7,0,632,11,17.0,17.0,7221916,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,632"
A12F370517,8662487,0.094476745,25,0,3,-0.060869563,7,6,0,632,11,13.0,13.0,8662487,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,632"
A14F245703,2437791,0.12209324,25,0,10,-0.084337346,5,5,0,632,11,10.0,10.0,2437791,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,632"
A14F287830,7221967,0.2748832,25,0,8,-0.23846154,5,5,0,632,11,14.0,14.0,7221967,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,632"
A14F308710,6853323,0.21715741,25,0,8,-0.01724138,5,5,0,632,11,9.0,9.0,6853323,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,632"
A14F403457,9545565,0.1587118,25,0,8,-0.265625,5,5,0,632,11,14.0,14.0,9545565,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,632"
A15F260812,3200850,0.26270413,25,0,11,0.057142857,4,4,0,632,11,9.0,9.0,3200850,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,632"
A11F292296,7228147,0.24657518,25,1,6,0.19101124,8,7,0,"0,6313",11,14.0,14.0,7228147,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6313"
A12F222605,7890931,0.17215121,25,0,4,0.0,7,6,0,"0,6313",11,9.0,9.0,7890931,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6313"
A12F366982,8480630,0.33673707,25,0,8,1.0833334,7,6,0,"0,6313",11,13.0,13.0,8480630,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6313"
A14F245685,3294935,0.33977842,25,5,8,-0.36969697,5,5,0,"0,6313",11,18.0,18.0,3294935,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6313"
A14F245008,2436540,0.13933107,25,0,9,0.23333333,5,5,0,"0,6313",11,15.0,15.0,2436540,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6313"
A10F060257,2581620,0.19849013,25,0,10,-0.028985508,9,5,0,631,11,9.0,9.0,2581620,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,631"
A11N038686,7869975,0.16238932,25,0,5,-0.07594936,8,7,0,631,11,9.0,9.0,7869975,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,631"
A14F121231,9998772,0.20472117,25,0,10,0.259542,5,5,0,631,11,17.0,17.0,9998772,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,631"
A14F245399,5193800,0.33501714,25,0,9,0.44680852,5,5,0,631,11,9.0,9.0,5193800,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,631"
A14F245784,3859983,0.18386242,25,0,9,-0.051282052,5,5,0,631,11,10.0,10.0,3859983,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,631"
A14F288112,8479410,0.2944543,25,0,9,0.4189189,5,5,0,631,11,13.0,13.0,8479410,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,631"
A14F288523,7219830,0.17507508,25,0,9,0.44230768,5,5,0,631,11,15.0,15.0,7219830,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,631"
A11F327354,8761000,0.9056821,25,2,5,2.7,8,7,0,"0,6304",11,13.0,13.0,8761000,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6304"
A12F143514,6562612,0.14459321,25,0,5,-0.06896552,7,6,0,"0,6304",11,10.0,10.0,6562612,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6304"
A12F238470,6890806,0.14799877,25,0,5,-0.08450704,7,6,0,"0,6304",11,9.0,9.0,6890806,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6304"
A12F355404,5470900,0.09191684,25,0,2,0.062992126,7,6,0,"0,6304",11,18.0,18.0,5470900,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6304"
A12F367269,9058354,0.102143645,25,0,6,0.073529415,7,6,0,"0,6304",11,9.0,9.0,9058354,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6304"
A13F205154,2582325,0.18389316,25,1,1,-0.043010753,6,6,0,"0,6304",11,13.0,13.0,2582325,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6304"
A10F060073,2525127,0.2601059,25,0,9,-0.048387095,9,5,0,"0,63",11,9.0,9.0,2525127,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,63"
A10F060470,8264813,0.2369601,25,0,8,-0.04477612,9,5,0,"0,63",11,15.0,15.0,8264813,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,63"
A11N038680,7870841,0.19903843,25,0,5,-0.007518797,8,7,0,"0,63",11,15.0,15.0,7870841,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,63"
A13F147318,9108564,0.14731391,25,0,3,-0.15189873,6,6,0,"0,63",11,9.0,9.0,9108564,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,63"
A14F245571,3745082,0.27102378,25,0,8,-0.08490566,5,5,0,"0,63",11,13.0,13.0,3745082,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,63"
A14F287806,7218044,0.18426073,25,0,9,0.4107143,5,5,0,"0,63",11,10.0,10.0,7218044,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,63"
A14F287828,7221541,0.25572214,25,0,8,0.21428572,5,5,0,"0,63",11,10.0,10.0,7221541,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,63"
A14F287990,7224060,0.3111601,25,0,9,-0.057471264,5,5,0,"0,63",11,13.0,13.0,7224060,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,63"
A10F059081,3745147,0.2853295,25,0,8,-0.35779816,9,5,0,"0,6294",11,9.0,9.0,3745147,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6294"
A10F060510,3202429,0.21111415,25,0,9,-0.2195122,9,5,0,"0,6294",11,10.0,10.0,3202429,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6294"
A12F295717,2327520,0.18481281,25,0,6,0.13,7,6,0,"0,6294",11,14.0,14.0,2327520,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6294"
A14F245014,2313707,0.36682984,25,1,10,-0.57894737,5,5,0,"0,6294",11,9.0,9.0,2313707,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6294"
A12F181079,6532144,0.33211654,25,0,15,0.4262295,7,7,0,629,11,10.0,10.0,6532144,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,629"
A12F367240,6853358,0.18729621,25,0,4,-0.037037037,7,6,0,629,11,10.0,10.0,6853358,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,629"
A10F058645,7228503,0.1706174,25,0,8,0.0,9,5,0,"0,6284",11,9.0,9.0,7228503,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6284"
A10F136935,7220383,0.1138174,25,0,6,0.09009009,9,5,0,"0,6284",11,14.0,14.0,7220383,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6284"
A12F287578,1842200,0.15493582,25,0,1,-0.02631579,7,7,0,"0,6284",11,9.0,9.0,1842200,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6284"
A14F245360,6637264,0.32720053,25,0,9,-0.44927537,5,5,0,"0,6284",11,10.0,10.0,6637264,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6284"
A14F245568,3743616,0.3110304,25,0,8,-0.074074075,5,5,0,"0,6284",11,9.0,9.0,3743616,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6284"
A14F455002,2328771,0.19546266,25,0,15,0.3398058,5,4,0,"0,6284",11,18.0,18.0,2328771,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6284"
A10F060958,2717522,0.097811714,25,0,1,-0.058333334,9,5,0,628,11,14.0,14.0,2717522,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,628"
A12F288584,8811008,0.21634829,25,1,5,-0.112676054,7,6,0,628,11,14.0,14.0,8811008,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,628"
A14F288356,7315708,0.11161509,25,0,1,-0.045454547,5,5,0,628,11,20.0,20.0,7315708,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,628"
A14F292782,9849653,0.19768345,25,0,8,-0.07368421,5,5,0,628,11,10.0,10.0,9849653,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,628"
A15F260506,8260010,0.36974388,25,0,10,-0.05263158,4,4,0,628,11,10.0,10.0,8260010,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,628"
A10F086286,8247838,0.18594234,25,0,4,0.22413793,9,5,0,"0,6274",11,9.0,9.0,8247838,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6274"
A12F366052,9077065,0.8021961,25,0,8,0.0,7,6,0,"0,6274",11,10.0,10.0,9077065,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6274"
A15F212772,6555659,0.23326312,25,0,8,-0.2413793,4,4,0,"0,6274",11,15.0,15.0,6555659,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6274"
A08F408234,9662022,0.17374682,25,0,10,-0.2519685,11,4,0,627,11,14.0,14.0,9662022,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,627"
A10F060488,2719606,0.24834982,25,0,8,-0.3809524,9,5,0,627,11,15.0,15.0,2719606,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,627"
A12F238586,7807872,0.18211202,25,0,5,0.0,7,6,0,627,11,10.0,10.0,7807872,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,627"
A13F239705,3860213,0.164408,25,2,9,0.029126214,6,5,0,627,11,13.0,13.0,3860213,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,627"
A14F245525,4469232,0.10983464,25,0,2,-0.12658228,5,5,0,627,11,9.0,9.0,4469232,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,627"
A14F287786,7228074,0.19306543,25,0,10,0.25757575,5,5,0,627,11,10.0,10.0,7228074,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,627"
A13F241660,5190452,0.1109996,25,0,15,32,6,5,0,"0,6265",11,15.0,15.0,5190452,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6265"
A14F245396,5193818,0.28262794,25,0,8,0.22535211,5,5,0,"0,6265",11,10.0,10.0,5193818,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6265"
A10F062186,7220790,0.12654266,25,0,6,0.2580645,9,5,0,626,11,9.0,9.0,7220790,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,626"
A11N038710,7866445,0.1783461,25,0,5,-0.033613447,8,7,0,626,11,13.0,13.0,7866445,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,626"
A12F371091,8998647,0.16921555,25,0,5,-0.16867469,7,6,0,626,11,9.0,9.0,8998647,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,626"
A13F202767,8482772,0.11427593,25,0,4,0.0,6,6,0,626,11,9.0,9.0,8482772,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,626"
A13F239923,3200299,0.29019216,25,0,10,-0.40182647,6,5,0,626,11,17.0,17.0,3200299,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,626"
A14F011074,5957400,0.7757424,25,0,8,2.4285715,5,5,0,626,11,9.0,9.0,5957400,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,626"
A14F245702,2437686,0.31173983,25,0,10,0.9166667,5,5,0,626,11,13.0,13.0,2437686,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,626"
A14F288041,7224621,0.19011404,25,0,8,0.07317073,5,5,0,626,11,15.0,15.0,7224621,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,626"
A14F245421,2520133,0.30268186,25,0,8,0.03448276,5,5,0,626,11,10.0,10.0,2520133,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,626"
A10F060383,7881045,0.13664411,25,2,5,0.07070707,9,5,0,"0,6255",11,13.0,13.0,7881045,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6255"
A12F098647,2581337,0.25423548,25,0,10,0.1882353,7,7,0,"0,6255",11,14.0,14.0,2581337,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6255"
A13F242206,9088636,0.11861596,25,0,1,-0.077922076,6,5,0,"0,6255",11,9.0,9.0,9088636,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6255"
A14F287922,7329490,0.06938887,25,0,6,-0.08064516,5,5,0,"0,6255",11,15.0,15.0,7329490,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6255"
A03S354571,2123304,0.17411876,25,0,10,-0.015625,16,10,0,625,11,17.0,17.0,2123304,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,625"
A10F060996,2121972,0.26854107,25,0,8,-0.21348314,9,5,0,625,11,9.0,9.0,2121972,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,625"
A14F287925,7329440,0.13844374,25,1,7,-0.09090909,5,5,0,625,11,9.0,9.0,7329440,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,625"
A10F060207,8622833,0.22328912,25,0,8,-0.44385028,9,5,0,"0,6245",11,14.0,14.0,8622833,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6245"
A10F159565,7320728,0.23406036,25,5,5,0.21212122,9,5,0,"0,6245",11,10.0,10.0,7320728,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6245"
A11F292547,7220537,0.09710399,25,0,6,-0.06557377,8,7,0,"0,6245",11,15.0,15.0,7220537,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6245"
A12F287529,8482608,0.13121597,25,0,5,-0.03529412,7,7,0,"0,6245",11,10.0,10.0,8482608,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6245"
A13F145443,6562027,0.7611552,25,2,5,1.1351352,6,5,0,"0,6245",11,9.0,9.0,6562027,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6245"
A14F288182,6561977,0.22265747,25,0,8,0.28333333,5,5,0,"0,6245",11,10.0,10.0,6561977,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6245"
A14F287645,3199410,0.18720739,25,0,9,0.61445785,5,5,0,"0,6245",11,15.0,15.0,3199410,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6245"
A01S771628,1844601,0.17460036,25,0,12,-0.13392857,18,11,0,624,11,13.0,13.0,1844601,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,624"
A07S044065,8257507,0.6490734,25,3,4,3.9285715,12,12,0,624,11,9.0,9.0,8257507,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,624"
A10F060512,8323240,0.23166028,25,0,8,-0.38129497,9,5,0,624,11,13.0,13.0,8323240,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,624"
A10F060467,8264406,0.1147463,25,0,4,-0.11904762,9,5,0,624,11,14.0,14.0,8264406,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,624"
A11F225109,4072464,0.2622526,25,0,7,-0.3243243,8,7,0,624,11,10.0,10.0,4072464,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,624"
