IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca
A10F257844,1822730,0.11958344,13,0,6,0.050632913,9,8,0,0.641,11,10.0,10.0,1822730,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A10F484748,14082489,0.36789352,13,0,8,0.21621622,9,8,0,0.6914,11,9.0,9.0,14082489,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F481867,5879280,0.09045073,13,0,1,-0.12345679,9,8,0,0.6167,11,10.0,10.0,5879280,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F481868,14365286,0.47402325,13,0,5,-0.17117117,9,8,0,0.6323,11,9.0,9.0,14365286,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F550584,14356147,0.46880487,13,0,4,-0.4122807,9,8,0,0.6597,11,10.0,10.0,14356147,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F510651,5380731,0.36631733,13,2,6,0.2580645,9,4,0,0.571,11,13.0,13.0,5380731,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F511200,687758,0.13250865,13,0,3,-0.10569106,9,8,0,0.6265,11,15.0,15.0,687758,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F513814,2719479,0.13160472,13,0,10,0.104166664,9,8,0,0.6646,11,13.0,13.0,2719479,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F520126,14360306,0.116299465,13,0,1,-0.09589041,9,8,0,0.626,11,9.0,9.0,14360306,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F516674,14363941,0.3584302,13,0,1,-0.114583336,9,8,0,0.6016,11,14.0,14.0,14363941,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F524311,14338807,0.15435603,13,0,7,0.14084508,9,8,0,0.651,11,9.0,9.0,14338807,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A10F550343,14367122,0.091905236,13,0,4,0.115384616,9,8,0,0.668,11,10.0,10.0,14367122,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F550503,14357852,0.20968151,13,0,1,0.22727273,9,8,0,0.6284,11,9.0,9.0,14357852,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F544548,6911897,0.49161872,13,0,4,-0.04225352,9,8,0,0.6235,11,9.0,9.0,6911897,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F557111,14340291,0.105200335,13,0,1,-0.11764706,9,8,0,0.6294,11,10.0,10.0,14340291,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F560728,14364972,0.20048161,13,0,7,-0.20895523,9,8,0,0.6494,11,9.0,9.0,14364972,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A10F559422,5367581,0.1111844,13,0,3,-0.125,9,8,0,0.6514,11,18.0,18.0,5367581,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A10F561057,7916540,0.1076284,13,0,3,-0.012048192,9,8,0,0.6387,11,10.0,10.0,7916540,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F561918,14365766,0.31346694,13,0,2,0.4814815,9,8,0,0.6694,11,9.0,9.0,14365766,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F560848,5389895,0.26148766,13,0,1,-0.18181819,9,8,0,0.605,11,9.0,9.0,5389895,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F560973,14341549,0.15325437,13,0,4,0.12162162,9,8,0,0.6514,11,9.0,9.0,14341549,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A10F559840,14367521,0.5701779,13,2,4,-0.015625,9,8,0,0.609,11,9.0,9.0,14367521,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F187450,5992990,0.24418865,26,0,3,0.375,8,8,0,0.728,11,9.0,9.0,5992990,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F223763,10232230,0.12927017,13,9,3,0.04347826,8,7,0,0.6274,11,9.0,9.0,10232230,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F224631,5367573,0.14058225,13,0,4,-0.06410257,8,7,0,0.639,11,10.0,10.0,5367573,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A11F186508,2846438,0.12927017,26,0,3,-0.014285714,8,8,0,0.736,11,9.0,9.0,2846438,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F187131,6094449,0.21213204,26,0,5,0.25,8,8,0,0.7266,11,10.0,10.0,6094449,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A11F187148,10629394,0.124518156,26,0,4,-0.18421052,8,7,0,0.6357,11,9.0,9.0,10629394,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A11F188264,14408279,0.31346694,13,0,10,-0.20833333,8,8,0,0.6616,11,9.0,9.0,14408279,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A11F187146,8680515,0.091275945,13,0,4,-0.012987013,8,8,0,0.63,11,10.0,10.0,8680515,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F187995,14069873,0.11145935,13,0,4,-0.09259259,8,8,0,0.647,11,13.0,13.0,14069873,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F187451,5996503,0.12484675,26,0,3,-0.033707865,8,8,0,0.735,11,10.0,10.0,5996503,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F187294,5379911,0.15156202,26,1,3,0.118421055,8,8,0,0.723,11,10.0,10.0,5379911,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F187990,6946380,0.40331414,13,0,4,0.24285714,8,8,0,0.6626,11,10.0,10.0,6946380,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A11F187321,6201130,0.14798152,26,0,1,0.030303031,8,7,0,0.631,11,9.0,9.0,6201130,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F187994,6928773,0.0772247,13,0,4,0.0,8,8,0,0.6133,11,15.0,15.0,6928773,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F292615,7977492,0.35896614,13,0,2,-0.27102804,8,7,0,0.607,11,10.0,10.0,7977492,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A11F292897,8117381,0.14860873,13,0,1,0.25,8,7,0,0.6387,11,10.0,10.0,8117381,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A11F293741,5336473,0.1729639,13,9,3,-0.3875,8,7,0,0.633,11,10.0,10.0,5336473,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A11F224121,6248373,0.14270738,13,0,8,-0.05952381,8,7,0,0.645,11,10.0,10.0,6248373,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A11F225223,5880823,0.17136624,26,0,4,0.06557377,8,7,0,0.6313,11,9.0,9.0,5880823,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F224830,6248403,0.5112859,13,0,8,1.4848485,8,7,0,0.6255,11,10.0,10.0,6248403,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
A11F224618,6169856,0.13540064,13,0,4,0.125,8,7,0,0.6343,11,10.0,10.0,6169856,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F225132,10184317,0.3478863,13,0,11,-0.4065934,8,7,0,0.65,11,9.0,9.0,10184317,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A11F228793,14086310,0.19606388,13,0,1,-0.28125,8,5,0,0.592,11,10.0,10.0,14086310,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,BASICO,EM USO,1,1
A11F223309,10263667,0.21912274,13,3,5,0.15151516,8,7,0,0.624,11,9.0,9.0,10263667,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,MEDIO,EM USO,1,1
A11F223056,6201741,0.3135517,13,0,11,-0.26190478,8,7,0,0.6455,11,9.0,9.0,6201741,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,REGULAR,EM USO,1,1
A11F223310,10239677,0.10097563,13,0,5,0.1632653,8,7,0,0.637,11,13.0,13.0,10239677,84,MARACANAU,MARACANAU,MARACANAU,UN-MTS,ALTO,EM USO,1,1
