IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca,PROBA,EXISTE
A04L727300,56084110,0.3238841,13,0,4,1.0,15,7,0,"0,5767",11,9.0,9.0,56084110,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5767",
A01S541082,56489170,0.4390776,13,0,3,-0.65555555,18,10,0,576,11,10.0,10.0,56489170,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,576",
A09F321794,56128576,0.2507142,13,1,1,-0.33333334,10,9,0,576,11,18.0,18.0,56128576,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,576",
A03S064923,56198779,0.22536115,13,0,4,-0.05970149,16,8,0,"0,5757",11,9.0,9.0,56198779,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5757",
A01S770129,56216742,0.20353918,13,0,5,0.0945946,18,11,0,574,11,9.0,9.0,56216742,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,574",
A08F350466,56225644,0.7763729,13,0,3,-0.16901408,11,11,0,"0,5737",11,9.0,9.0,56225644,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5737",
A03S356468,56199066,0.2652914,13,0,4,-0.22222222,16,8,0,573,11,10.0,10.0,56199066,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,573",
A05L147476,56116942,0.119439855,13,1,4,-0.14102565,14,6,0,"0,5703",11,9.0,9.0,56116942,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5703",
A04S262857,56225814,0.39568856,13,1,3,0.0,15,8,0,"0,5684",11,10.0,10.0,56225814,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5684",
A01S545770,56271387,0.23122193,13,0,4,-0.24778761,18,9,0,567,11,14.0,14.0,56271387,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,567",
A04L310401,55953956,0.10757029,13,0,8,-0.00862069,15,7,0,567,11,15.0,15.0,55953956,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,ALTO,EM USO,1,1,"0,567",
A04L275013,56117019,0.086900115,13,0,8,0.12,15,7,0,567,11,10.0,10.0,56117019,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,567",
A03S409433,57002258,0.5599514,13,0,4,-0.39361703,16,8,0,"0,5645",11,13.0,13.0,57002258,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,5645",
A12F244001,56115016,0.1955784,13,0,1,0.3472222,7,4,0,564,11,10.0,10.0,56115016,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,564",
A10F169105,56196385,0.15218036,13,0,3,0.21505377,9,6,0,"0,5635",11,13.0,13.0,56196385,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5635",
A05L143400,56022549,0.60873157,13,0,5,-0.7741935,14,7,0,562,11,13.0,13.0,56022549,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,562",
A12F144115,56087225,0.1542845,13,0,4,-0.16853933,7,6,0,"0,5615",11,10.0,10.0,56087225,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5615",
A03S148360,56356218,0.53713673,13,0,8,-0.23333333,16,8,0,561,11,19.0,19.0,56356218,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,561",
A08F487106,56458665,0.774063,13,1,3,-0.25510204,11,11,0,561,11,9.0,9.0,56458665,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,561",
A10F207857,56115008,0.19119176,13,0,4,0.14851485,9,6,0,"0,56",11,15.0,15.0,56115008,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,56",
A06F271392,56157886,0.18702787,26,0,6,-0.19480519,13,6,0,553,11,9.0,9.0,56157886,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,553",
A04L201369,55966225,0.08258927,13,0,6,-0.009345794,15,7,0,"0,5527",11,14.0,14.0,55966225,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5527",
A13F140984,56945779,0.1447273,13,0,6,0.060344826,6,6,0,552,11,15.0,15.0,56945779,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,552",
A10F229166,56128940,0.7518716,13,0,4,1.382353,9,6,0,551,11,9.0,9.0,56128940,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,551",
